LidarMCplusplus.cpp input file:
Radius(m),0.15
FOV(rad),0.174533
a(m^-1),0.0425791
b(m^-1),0.104066
c(m^-1),0.146645
Dmin,0.1
Dmax,100
k,1e+21
Junge,4
bulk ref index,(1.05,0.005)
#photons,1000000
distance,signal,co,cross
1.467,0.000333938,-0.000315376,9.05647e-05,2.05938e-06
1.47046,0.000332196,-0.000314359,8.7917e-05,2.07632e-06
1.47392,0.000330509,-0.000313372,8.52885e-05,2.14615e-06
1.47738,0.000328787,-0.00031233,8.25904e-05,2.28229e-06
1.48084,0.000326962,-0.000311178,7.97543e-05,2.38027e-06
1.4843,0.000325112,-0.000309987,7.6874e-05,2.31518e-06
1.48776,0.000323359,-0.000308853,7.4075e-05,2.09976e-06
1.49122,0.000321766,-0.000307872,7.14605e-05,1.81634e-06
1.49468,0.000320305,-0.00030697,6.89742e-05,1.59586e-06
1.49814,0.000318886,-0.000306093,6.65483e-05,1.41976e-06
1.5016,0.000317485,-0.00030522,6.41621e-05,1.34138e-06
1.50506,0.000315993,-0.000304237,6.16628e-05,1.29714e-06
1.50852,0.000314522,-0.000303261,5.91283e-05,1.09548e-06
1.51198,0.0003133,-0.000302497,5.67752e-05,7.55232e-07
1.51544,0.000312338,-0.00030199,5.46639e-05,4.92162e-07
1.5189,0.000311495,-0.000301579,5.2635e-05,4.32178e-07
1.52236,0.000310633,-0.000301131,5.05553e-05,5.23448e-07
1.52582,0.000309661,-0.000300565,4.83822e-05,7.18535e-07
1.52928,0.000308537,-0.000299823,4.60397e-05,9.19816e-07
1.53274,0.000307361,-0.000299003,4.36091e-05,9.46946e-07
1.5362,0.00030635,-0.000298339,4.13303e-05,8.00974e-07
1.53966,0.000305534,-0.000297866,3.92791e-05,7.40325e-07
1.54312,0.000304727,-0.000297385,3.72657e-05,9.18674e-07
1.54658,0.000303745,-0.000296703,3.50985e-05,1.23904e-06
1.55004,0.000302598,-0.000295836,3.27847e-05,1.52259e-06
1.5535,0.000301389,-0.000294884,3.04404e-05,1.71277e-06
1.55696,0.000300139,-0.000293869,2.81311e-05,1.9009e-06
1.56042,0.000298742,-0.000292687,2.57445e-05,2.13457e-06
1.56388,0.000297199,-0.00029133,2.3219e-05,2.23934e-06
1.56734,0.000295735,-0.000290027,2.07327e-05,2.06676e-06
1.5708,0.000294511,-0.000288965,1.84885e-05,1.78622e-06
1.57426,0.000293432,-0.000288053,1.64073e-05,1.61479e-06
1.57772,0.000292368,-0.000287134,1.43539e-05,1.55819e-06
1.58118,0.00029128,-0.00028617,1.22948e-05,1.54641e-06
1.58464,0.000290155,-0.000285162,1.0234e-05,1.56678e-06
1.5881,0.000289009,-0.000284121,8.17111e-06,1.5935e-06
1.59156,0.000287876,-0.000283072,6.13861e-06,1.64451e-06
1.59502,0.000286718,-0.000281971,4.08493e-06,1.7575e-06
1.59848,0.000285496,-0.000280785,1.9577e-06,1.87958e-06
1.60194,0.000284217,-0.000279511,-2.49744e-07,1.92846e-06
1.6054,0.000282995,-0.000278269,-2.46014e-06,1.82947e-06
1.60886,0.000281916,-0.000277168,-4.58439e-06,1.6249e-06
1.61232,0.00028098,-0.000276217,-6.60415e-06,1.40849e-06
1.61578,0.000280144,-0.000275356,-8.55985e-06,1.2236e-06
1.61923,0.000279379,-0.000274556,-1.04617e-05,1.07918e-06
1.62269,0.000278607,-0.00027375,-1.23334e-05,1.02658e-06
1.62615,0.000277758,-0.000272831,-1.42746e-05,1.04164e-06
1.62961,0.000276864,-0.00027183,-1.6288e-05,9.59437e-07
1.63307,0.000276046,-0.000270912,-1.82427e-05,7.25156e-07
1.63653,0.000275388,-0.000270162,-2.00441e-05,4.68741e-07
1.63999,0.000274811,-0.000269508,-2.17488e-05,3.26955e-07
1.64345,0.000274251,-0.000268857,-2.34435e-05,3.00773e-07
1.64691,0.000273673,-0.000268179,-2.51541e-05,3.57597e-07
1.65037,0.000273033,-0.000267419,-2.69094e-05,5.02922e-07
1.65383,0.000272324,-0.000266516,-2.87806e-05,6.47549e-07
1.65729,0.000271606,-0.000265595,-3.07188e-05,6.38968e-07
1.66075,0.000271041,-0.000264824,-3.25751e-05,4.72516e-07
1.66421,0.000270644,-0.00026426,-3.42762e-05,3.39747e-07
1.66767,0.000270292,-0.000263753,-3.59108e-05,3.79624e-07
1.67113,0.00026987,-0.00026314,-3.75933e-05,5.70025e-07
1.67459,0.000269353,-0.000262381,-3.93739e-05,7.86864e-07
1.67805,0.000268783,-0.000261545,-4.12057e-05,9.35436e-07
1.68151,0.000268231,-0.000260715,-4.30097e-05,1.02756e-06
1.68497,0.000267692,-0.00025989,-4.47711e-05,1.17596e-06
1.68843,0.000267048,-0.000258921,-4.66052e-05,1.39594e-06
1.69189,0.000266305,-0.000257804,-4.85522e-05,1.50517e-06
1.69535,0.000265604,-0.00025671,-5.04842e-05,1.39139e-06
1.69881,0.00026505,-0.000255794,-5.22611e-05,1.18301e-06
1.70227,0.00026454,-0.000254963,-5.39316e-05,1.05509e-06
1.70573,0.00026403,-0.000254116,-5.55799e-05,9.98197e-07
1.70919,0.000263517,-0.000253253,-5.72162e-05,9.77584e-07
1.71265,0.000262974,-0.000252364,-5.88422e-05,9.87672e-07
1.71611,0.000262431,-0.000251441,-6.04676e-05,1.00759e-06
1.71957,0.000261902,-0.000250538,-6.20763e-05,1.02063e-06
1.72303,0.000261397,-0.000249645,-6.36524e-05,1.07783e-06
1.72649,0.000260831,-0.000248673,-6.52491e-05,1.20631e-06
1.72995,0.000260207,-0.000247605,-6.68853e-05,1.3371e-06
1.73341,0.000259517,-0.00024645,-6.85526e-05,1.44367e-06
1.73687,0.000258786,-0.000245204,-7.0247e-05,1.44469e-06
1.74033,0.000258119,-0.000244032,-7.18963e-05,1.32578e-06
1.74379,0.000257517,-0.000242942,-7.34753e-05,1.1924e-06
1.74725,0.000256943,-0.000241884,-7.50336e-05,1.06846e-06
1.75071,0.000256432,-0.000240901,-7.65613e-05,9.21263e-07
1.75417,0.000255992,-0.000239988,-7.80395e-05,8.14192e-07
1.75763,0.000255559,-0.000239079,-7.95072e-05,7.96677e-07
1.76109,0.000255085,-0.000238089,-8.1034e-05,8.19926e-07
1.76455,0.000254604,-0.000237045,-8.26224e-05,7.55782e-07
1.76801,0.00025422,-0.000236102,-8.41915e-05,5.57595e-07
1.77147,0.000253956,-0.000235324,-8.56714e-05,3.25466e-07
1.77493,0.000253767,-0.000234636,-8.70876e-05,1.8197e-07
1.77839,0.00025359,-0.000233962,-8.84955e-05,1.21256e-07
1.78185,0.000253404,-0.000233276,-8.98953e-05,1.10993e-07
1.78531,0.000253214,-0.000232572,-9.12838e-05,1.73055e-07
1.78877,0.000252951,-0.000231756,-9.27044e-05,3.26192e-07
1.79223,0.000252595,-0.000230794,-9.42059e-05,4.51417e-07
1.79569,0.000252245,-0.000229784,-9.57357e-05,4.26419e-07
1.79915,0.000251972,-0.000228893,-9.72046e-05,2.69349e-07
1.80261,0.000251806,-0.000228155,-9.85735e-05,1.33936e-07
1.80607,0.000251675,-0.000227473,-9.9898e-05,1.25984e-07
1.80953,0.000251507,-0.000226749,-0.000101235,2.31717e-07
1.81299,0.000251303,-0.000225931,-0.00010262,3.86639e-07
1.81645,0.000251074,-0.000225045,-0.000104048,5.04924e-07
1.81991,0.000250868,-0.000224163,-0.000105483,5.54329e-07
1.82337,0.000250708,-0.000223351,-0.000106888,5.92531e-07
1.82683,0.000250563,-0.000222553,-0.000108271,7.25213e-07
1.83029,0.000250339,-0.000221603,-0.000109716,9.29424e-07
1.83375,0.000250057,-0.000220518,-0.000111238,1.02212e-06
1.83721,0.000249814,-0.000219468,-0.000112758,9.26211e-07
1.84067,0.000249672,-0.000218584,-0.000114195,7.42695e-07
1.84413,0.000249592,-0.000217803,-0.000115565,6.29696e-07
1.84759,0.000249511,-0.000217007,-0.000116929,5.727e-07
1.85105,0.000249443,-0.000216223,-0.000118285,5.22203e-07
1.85451,0.000249396,-0.000215449,-0.000119627,5.03123e-07
1.85797,0.00024933,-0.000214665,-0.000120971,5.15213e-07
1.86143,0.000249273,-0.000213859,-0.000122317,5.20194e-07
1.86489,0.000249231,-0.000213072,-0.00012364,5.15801e-07
1.86835,0.000249202,-0.000212307,-0.00012493,5.55978e-07
1.87181,0.000249116,-0.000211472,-0.000126219,6.67732e-07
1.87527,0.000248985,-0.00021056,-0.000127524,7.82668e-07
1.87873,0.000248818,-0.000209584,-0.000128826,8.89297e-07
1.88219,0.000248597,-0.000208518,-0.000130153,9.69701e-07
1.88565,0.000248371,-0.000207422,-0.000131482,9.36794e-07
1.88911,0.000248206,-0.000206423,-0.000132756,8.40055e-07
1.89257,0.00024806,-0.000205457,-0.000133995,7.80839e-07
1.89603,0.000247908,-0.000204473,-0.000135245,7.13992e-07
1.89949,0.000247793,-0.000203538,-0.000136477,6.01465e-07
1.90295,0.000247713,-0.000202686,-0.000137663,5.30098e-07
1.90641,0.000247633,-0.000201812,-0.00013883,5.40987e-07
1.90987,0.000247507,-0.000200854,-0.000140014,6.00068e-07
1.91333,0.000247332,-0.000199802,-0.000141231,6.16876e-07
1.91679,0.000247158,-0.000198731,-0.000142455,5.22879e-07
1.92025,0.000247049,-0.000197765,-0.000143636,3.44174e-07
1.92371,0.00024699,-0.000196905,-0.000144761,1.85663e-07
1.92717,0.000246963,-0.000196084,-0.000145865,9.89178e-08
1.93063,0.000246944,-0.000195255,-0.000146975,4.4064e-08
1.93409,0.000246954,-0.000194466,-0.000148078,8.04322e-09
1.93755,0.000246965,-0.000193688,-0.000149169,3.12321e-08
1.94101,0.000246964,-0.000192865,-0.00015027,1.39495e-07
1.94447,0.000246914,-0.000191924,-0.000151421,2.63741e-07
1.94793,0.000246855,-0.000190919,-0.000152617,2.87233e-07
1.95139,0.000246847,-0.00018996,-0.000153809,1.86113e-07
1.95485,0.000246917,-0.000189138,-0.00015496,3.57873e-08
1.95831,0.000247051,-0.000188425,-0.000156071,-5.43137e-08
1.96177,0.000247194,-0.000187735,-0.000157169,-4.77865e-08
1.96523,0.000247316,-0.000187006,-0.000158273,3.22466e-08
1.96869,0.000247402,-0.000186196,-0.000159397,1.48855e-07
1.97215,0.000247471,-0.00018533,-0.000160536,2.43509e-07
1.97561,0.000247531,-0.000184439,-0.000161671,2.81756e-07
1.97906,0.000247619,-0.000183594,-0.000162778,2.93998e-07
1.98252,0.000247707,-0.000182788,-0.000163854,3.61871e-07
1.98598,0.000247755,-0.000181918,-0.00016493,5.29095e-07
1.98944,0.000247744,-0.0001809,-0.000166046,6.99923e-07
1.9929,0.000247722,-0.0001798,-0.000167193,7.45207e-07
1.99636,0.000247721,-0.000178752,-0.000168327,6.54989e-07
1.99982,0.000247781,-0.000177823,-0.000169417,5.22917e-07
2.00328,0.000247871,-0.000176962,-0.000170477,4.44109e-07
2.00674,0.000247973,-0.000176099,-0.000171539,3.98015e-07
2.0102,0.000248104,-0.000175249,-0.000172602,3.42737e-07
2.01366,0.000248247,-0.000174435,-0.000173666,2.99743e-07
2.01712,0.000248409,-0.000173626,-0.000174724,2.90137e-07
2.02058,0.000248566,-0.000172802,-0.000175798,2.84089e-07
2.02404,0.000248748,-0.000171989,-0.000176878,2.59969e-07
2.0275,0.000248962,-0.000171216,-0.00017794,2.35345e-07
2.03096,0.000249178,-0.000170466,-0.000178998,2.54306e-07
2.03442,0.000249386,-0.000169687,-0.000180057,3.21741e-07
2.03788,0.000249589,-0.000168864,-0.000181116,3.9701e-07
2.04134,0.000249777,-0.000168014,-0.000182174,4.76056e-07
2.0448,0.00024994,-0.000167106,-0.000183244,5.61137e-07
2.04826,0.000250089,-0.000166148,-0.000184333,5.82844e-07
2.05172,0.000250255,-0.000165226,-0.000185407,5.30894e-07
2.05518,0.000250452,-0.000164356,-0.000186439,4.81031e-07
2.05864,0.000250639,-0.000163482,-0.000187479,4.58575e-07
2.0621,0.000250837,-0.000162596,-0.000188524,4.05741e-07
2.06556,0.000251059,-0.000161759,-0.000189557,3.16742e-07
2.06902,0.000251302,-0.000160979,-0.000190563,2.57362e-07
2.07248,0.000251542,-0.000160203,-0.000191554,2.59801e-07
2.07594,0.000251758,-0.00015938,-0.00019255,3.10984e-07
2.0794,0.000251952,-0.000158482,-0.00019355,3.61184e-07
2.08286,0.000252121,-0.000157536,-0.000194557,3.50353e-07
2.08632,0.000252312,-0.00015661,-0.000195561,2.59991e-07
2.08978,0.000252523,-0.000155753,-0.000196525,1.35966e-07
2.09324,0.000252746,-0.000154949,-0.000197464,3.96055e-08
2.0967,0.000252968,-0.000154155,-0.000198386,-1.99568e-08
2.10016,0.000253191,-0.000153359,-0.000199319,-7.14918e-08
2.10362,0.000253422,-0.000152589,-0.000200233,-1.19098e-07
2.10708,0.000253669,-0.000151846,-0.000201128,-1.27511e-07
2.11054,0.000253899,-0.000151091,-0.000202011,-6.91465e-08
2.114,0.000254112,-0.000150263,-0.000202904,3.78509e-08
2.11746,0.000254299,-0.00014935,-0.000203822,1.19514e-07
2.12092,0.000254481,-0.000148406,-0.000204754,1.21638e-07
2.12438,0.000254677,-0.000147499,-0.000205666,4.82647e-08
2.12784,0.000254898,-0.000146665,-0.00020655,-5.064e-08
2.1313,0.000255145,-0.00014589,-0.000207407,-1.19231e-07
2.13476,0.000255381,-0.000145133,-0.000208253,-1.35042e-07
2.13822,0.000255616,-0.000144368,-0.000209097,-1.03708e-07
2.14168,0.000255829,-0.000143568,-0.000209939,-3.82816e-08
2.14514,0.000256039,-0.000142722,-0.000210776,3.13978e-08
2.1486,0.000256242,-0.00014185,-0.000211622,7.44715e-08
2.15206,0.000256451,-0.000140989,-0.000212467,7.99901e-08
2.15552,0.000256676,-0.000140176,-0.000213296,8.12084e-08
2.15898,0.000256905,-0.000139393,-0.000214103,1.37058e-07
2.16244,0.000257127,-0.000138566,-0.000214911,2.66041e-07
2.1659,0.000257311,-0.000137644,-0.000215732,4.08098e-07
2.16936,0.000257494,-0.000136652,-0.00021658,4.80044e-07
2.17282,0.00025768,-0.000135673,-0.000217437,4.58879e-07
2.17628,0.000257901,-0.000134757,-0.00021828,3.88178e-07
2.17974,0.000258144,-0.000133899,-0.000219106,3.29313e-07
2.1832,0.000258401,-0.000133051,-0.000219923,2.9747e-07
2.18666,0.000258671,-0.000132204,-0.000220762,2.60623e-07
2.19012,0.000258957,-0.000131384,-0.000221599,2.13148e-07
2.19358,0.000259254,-0.00013059,-0.000222435,1.79835e-07
2.19704,0.000259558,-0.000129798,-0.000223267,1.69635e-07
2.2005,0.000259864,-0.000128991,-0.000224092,1.63522e-07
2.20396,0.000260181,-0.000128184,-0.000224932,1.42083e-07
2.20742,0.000260495,-0.000127401,-0.000225758,1.09372e-07
2.21088,0.000260826,-0.000126647,-0.00022657,9.40176e-08
2.21434,0.000261142,-0.000125894,-0.000227373,1.16851e-07
2.2178,0.000261458,-0.000125116,-0.00022818,1.57953e-07
2.22126,0.00026177,-0.000124329,-0.000228976,2.01681e-07
2.22472,0.000262074,-0.00012353,-0.000229769,2.62306e-07
2.22818,0.000262365,-0.000122688,-0.000230551,3.38447e-07
2.23164,0.000262646,-0.000121801,-0.000231343,3.78831e-07
2.2351,0.000262931,-0.000120924,-0.000232136,3.62741e-07
2.23856,0.000263218,-0.000120089,-0.000232907,3.38333e-07
2.24202,0.000263501,-0.000119256,-0.000233678,3.3963e-07
2.24548,0.000263785,-0.000118396,-0.000234442,3.34119e-07
2.24894,0.000264082,-0.000117539,-0.000235209,2.86313e-07
2.2524,0.000264403,-0.000116726,-0.000235971,2.13443e-07
2.25586,0.000264723,-0.000115958,-0.000236728,1.59374e-07
2.25932,0.000265057,-0.000115205,-0.000237472,1.44871e-07
2.26278,0.000265383,-0.000114437,-0.000238223,1.65564e-07
2.26624,0.000265713,-0.000113631,-0.000238973,2.0334e-07
2.2697,0.000266029,-0.000112788,-0.000239739,2.2384e-07
2.27316,0.000266363,-0.000111932,-0.000240517,1.9612e-07
2.27662,0.000266717,-0.000111106,-0.000241287,1.22322e-07
2.28008,0.000267074,-0.000110331,-0.000242063,3.9683e-08
2.28354,0.000267448,-0.000109583,-0.000242826,-2.13046e-08
2.287,0.000267831,-0.000108838,-0.000243588,-6.69763e-08
2.29046,0.000268226,-0.000108094,-0.000244354,-1.16734e-07
2.29392,0.000268631,-0.00010737,-0.000245114,-1.78202e-07
2.29738,0.000269044,-0.000106683,-0.000245883,-2.3186e-07
2.30084,0.000269457,-0.000106022,-0.000246638,-2.43224e-07
2.3043,0.000269863,-0.000105346,-0.000247387,-2.02536e-07
2.30776,0.000270261,-0.000104621,-0.000248136,-1.33818e-07
2.31122,0.000270652,-0.000103842,-0.000248881,-7.96816e-08
2.31468,0.000271039,-0.000103039,-0.000249645,-7.23215e-08
2.31814,0.000271431,-0.000102252,-0.000250401,-1.14024e-07
2.3216,0.000271836,-0.000101508,-0.000251147,-1.80195e-07
2.32506,0.000272249,-0.000100803,-0.000251883,-2.37994e-07
2.32852,0.000272662,-0.000100119,-0.000252614,-2.7238e-07
2.33198,0.000273075,-9.9442e-05,-0.000253334,-2.8047e-07
2.33544,0.000273486,-9.87615e-05,-0.00025406,-2.63817e-07
2.33889,0.0002739,-9.80649e-05,-0.000254778,-2.26067e-07
2.34235,0.000274299,-9.73442e-05,-0.000255499,-1.83899e-07
2.34581,0.0002747,-9.66061e-05,-0.000256209,-1.57226e-07
2.34927,0.000275109,-9.58702e-05,-0.000256929,-1.5913e-07
2.35273,0.000275523,-9.51688e-05,-0.000257634,-1.79695e-07
2.35619,0.000275942,-9.45092e-05,-0.00025833,-1.76173e-07
2.35965,0.000276335,-9.38556e-05,-0.000259011,-1.13104e-07
2.36311,0.000276712,-9.31555e-05,-0.000259679,-2.27173e-09
2.36657,0.000277073,-9.23886e-05,-0.000260334,1.12444e-07
2.37003,0.000277423,-9.15695e-05,-0.000261003,1.85106e-07
2.37349,0.000277769,-9.07455e-05,-0.000261665,1.94758e-07
2.37695,0.000278131,-8.99596e-05,-0.000262317,1.64794e-07
2.38041,0.000278484,-8.92111e-05,-0.000262942,1.39151e-07
2.38387,0.000278829,-8.84681e-05,-0.000263569,1.37616e-07
2.38733,0.000279168,-8.77088e-05,-0.000264185,1.40704e-07
2.39079,0.000279508,-8.69463e-05,-0.000264803,1.25499e-07
2.39425,0.000279847,-8.62029e-05,-0.000265418,1.00482e-07
2.39771,0.000280187,-8.54744e-05,-0.000266016,8.383e-08
2.40117,0.000280531,-8.47482e-05,-0.000266617,7.76122e-08
2.40463,0.000280877,-8.40145e-05,-0.000267207,7.43549e-08
2.40809,0.000281221,-8.32748e-05,-0.000267806,6.21466e-08
2.41155,0.000281568,-8.25461e-05,-0.000268412,3.27235e-08
2.41501,0.000281924,-8.18466e-05,-0.000269016,-3.63099e-09
2.41847,0.000282286,-8.11721e-05,-0.000269598,-2.00287e-08
2.42193,0.000282646,-8.04936e-05,-0.000270174,-7.22373e-09
2.42539,0.000283001,-7.98e-05,-0.000270755,9.78645e-09
2.42885,0.000283357,-7.91137e-05,-0.000271333,2.22588e-08
2.43231,0.000283709,-7.8437e-05,-0.000271891,5.49347e-08
2.43577,0.000284038,-7.77405e-05,-0.00027245,1.17258e-07
2.43923,0.000284366,-7.70017e-05,-0.000273002,1.77425e-07
2.44269,0.000284693,-7.62442e-05,-0.00027356,1.9471e-07
2.44615,0.000285014,-7.55157e-05,-0.000274107,1.76726e-07
2.44961,0.000285347,-7.48205e-05,-0.000274649,1.67605e-07
2.45307,0.000285667,-7.41196e-05,-0.000275169,1.86353e-07
2.45653,0.000285991,-7.33871e-05,-0.000275693,2.04439e-07
2.45999,0.000286303,-7.26426e-05,-0.000276229,1.931e-07
2.46345,0.000286627,-7.19177e-05,-0.000276767,1.56876e-07
2.46691,0.000286951,-7.1223e-05,-0.000277287,1.1597e-07
2.47037,0.000287282,-7.05524e-05,-0.0002778,8.9402e-08
2.47383,0.000287611,-6.98938e-05,-0.000278311,8.80275e-08
2.47729,0.000287938,-6.92315e-05,-0.00027882,1.11553e-07
2.48075,0.000288262,-6.85504e-05,-0.000279328,1.50725e-07
2.48421,0.000288584,-6.78408e-05,-0.00027983,1.86771e-07
2.48767,0.000288906,-6.71125e-05,-0.00028034,1.95525e-07
2.49113,0.000289234,-6.63887e-05,-0.00028086,1.65546e-07
2.49459,0.000289572,-6.56939e-05,-0.000281382,1.08645e-07
2.49805,0.000289922,-6.50332e-05,-0.000281887,5.11256e-08
2.50151,0.000290268,-6.43853e-05,-0.000282389,9.7769e-09
2.50497,0.000290622,-6.3732e-05,-0.0002829,-2.04613e-08
2.50843,0.000290966,-6.30765e-05,-0.000283422,-5.26148e-08
2.51189,0.00029133,-6.24273e-05,-0.000283948,-9.50355e-08
2.51535,0.000291698,-6.18012e-05,-0.000284464,-1.47695e-07
2.51881,0.000292074,-6.1212e-05,-0.000284979,-1.90759e-07
2.52227,0.000292452,-6.06438e-05,-0.000285491,-1.9994e-07
2.52573,0.000292827,-6.00676e-05,-0.000286001,-1.74192e-07
2.52919,0.000293198,-5.94632e-05,-0.000286502,-1.31565e-07
2.53265,0.000293564,-5.88263e-05,-0.00028701,-9.3402e-08
2.53611,0.000293928,-5.81631e-05,-0.000287527,-8.05315e-08
2.53957,0.000294299,-5.74977e-05,-0.000288046,-1.03827e-07
2.54303,0.000294673,-5.68547e-05,-0.000288561,-1.55542e-07
2.54649,0.000295062,-5.62419e-05,-0.000289063,-2.12875e-07
2.54995,0.000295435,-5.5653e-05,-0.00028957,-2.576e-07
2.55341,0.000295817,-5.50791e-05,-0.00029008,-2.90236e-07
2.55687,0.000296195,-5.45191e-05,-0.000290583,-3.11552e-07
2.56033,0.000296575,-5.39675e-05,-0.000291071,-3.1629e-07
2.56379,0.000296952,-5.34135e-05,-0.000291554,-3.0272e-07
2.56725,0.000297327,-5.28471e-05,-0.000292035,-2.7734e-07
2.57071,0.000297697,-5.22618e-05,-0.000292516,-2.51527e-07
2.57417,0.000298052,-5.16627e-05,-0.00029299,-2.36105e-07
2.57763,0.000298415,-5.10616e-05,-0.00029348,-2.43146e-07
2.58109,0.000298778,-5.04816e-05,-0.000293959,-2.75765e-07
2.58455,0.00029916,-4.99443e-05,-0.000294429,-3.101e-07
2.58801,0.000299528,-4.94358e-05,-0.000294883,-3.09094e-07
2.59147,0.000299881,-4.89194e-05,-0.000295338,-2.60844e-07
2.59493,0.000300225,-4.83697e-05,-0.0002958,-1.85783e-07
2.59839,0.000300569,-4.77802e-05,-0.000296238,-1.10627e-07
2.60185,0.000300914,-4.71599e-05,-0.000296684,-5.80787e-08
2.60531,0.000301253,-4.65346e-05,-0.000297132,-4.37091e-08
2.60877,0.000301606,-4.59347e-05,-0.000297571,-5.85815e-08
2.61223,0.000301945,-4.537e-05,-0.000298009,-7.19035e-08
2.61569,0.000302276,-4.48201e-05,-0.000298435,-6.37882e-08
2.61915,0.000302607,-4.42616e-05,-0.000298866,-4.3378e-08
2.62261,0.000302945,-4.36912e-05,-0.000299284,-3.30766e-08
2.62607,0.000303285,-4.31221e-05,-0.000299705,-4.08129e-08
2.62953,0.000303618,-4.2568e-05,-0.000300133,-5.49789e-08
2.63299,0.000303941,-4.20258e-05,-0.00030055,-6.18373e-08
2.63645,0.000304279,-4.14827e-05,-0.000300969,-5.83398e-08
2.63991,0.000304609,-4.09362e-05,-0.000301373,-4.7683e-08
2.64337,0.00030494,-4.03818e-05,-0.000301777,-3.53088e-08
2.64683,0.00030527,-3.98216e-05,-0.000302176,-3.02131e-08
2.65029,0.000305598,-3.92686e-05,-0.000302594,-4.04519e-08
2.65375,0.000305931,-3.87405e-05,-0.000303004,-6.22882e-08
2.65721,0.000306262,-3.82387e-05,-0.000303406,-7.73128e-08
2.66067,0.000306603,-3.77445e-05,-0.000303796,-7.17082e-08
2.66413,0.000306929,-3.72393e-05,-0.000304206,-5.64048e-08
2.66759,0.000307258,-3.67316e-05,-0.000304613,-5.42665e-08
2.67105,0.000307597,-3.62472e-05,-0.000305017,-6.19272e-08
2.67451,0.000307942,-3.5785e-05,-0.000305412,-5.21094e-08
2.67797,0.000308283,-3.53136e-05,-0.000305792,-1.39978e-08
2.68143,0.000308607,-3.48085e-05,-0.000306178,3.29291e-08
2.68489,0.000308928,-3.4274e-05,-0.000306576,5.71478e-08
2.68835,0.000309268,-3.37415e-05,-0.000306976,4.5332e-08
2.69181,0.000309605,-3.32392e-05,-0.000307361,2.09046e-08
2.69527,0.000309924,-3.27608e-05,-0.000307753,2.03999e-08
2.69872,0.000310243,-3.2277e-05,-0.000308138,5.14672e-08
2.70218,0.000310553,-3.17705e-05,-0.00030851,8.6371e-08
2.70564,0.000310885,-3.12531e-05,-0.000308887,9.73852e-08
2.7091,0.000311214,-3.07481e-05,-0.000309255,8.31083e-08
2.71256,0.000311542,-3.0265e-05,-0.000309627,5.91695e-08
2.71602,0.000311865,-2.98017e-05,-0.000310005,3.72634e-08
2.71948,0.000312182,-2.93546e-05,-0.000310381,2.11011e-08
2.72294,0.000312511,-2.89206e-05,-0.000310742,1.5754e-08
2.7264,0.000312823,-2.8492e-05,-0.000311106,2.87078e-08
2.72986,0.000313127,-2.806e-05,-0.00031147,6.02877e-08
2.73332,0.000313432,-2.76115e-05,-0.000311816,1.00664e-07
2.73678,0.000313743,-2.7142e-05,-0.000312162,1.35893e-07
2.74024,0.000314053,-2.66554e-05,-0.000312497,1.5331e-07
2.7437,0.000314347,-2.61675e-05,-0.000312841,1.47029e-07
2.74716,0.000314641,-2.56928e-05,-0.000313177,1.21267e-07
2.75062,0.000314937,-2.52392e-05,-0.000313508,9.01442e-08
2.75408,0.000315229,-2.47989e-05,-0.000313849,6.84558e-08
2.75754,0.000315514,-2.43592e-05,-0.000314174,5.65492e-08
2.761,0.000315793,-2.39144e-05,-0.000314505,4.27489e-08
2.76446,0.000316084,-2.34677e-05,-0.000314818,1.85317e-08
2.76792,0.000316378,-2.30226e-05,-0.000315132,-1.66715e-08
2.77138,0.000316669,-2.25894e-05,-0.000315456,-6.11299e-08
2.77484,0.000316962,-2.21812e-05,-0.000315783,-1.0849e-07
2.7783,0.000317246,-2.17996e-05,-0.000316098,-1.42445e-07
2.78176,0.000317533,-2.14359e-05,-0.000316416,-1.48034e-07
2.78522,0.000317807,-2.10718e-05,-0.000316732,-1.26896e-07
2.78868,0.000318087,-2.0698e-05,-0.000317037,-9.21764e-08
2.79214,0.000318361,-2.03087e-05,-0.000317325,-5.40566e-08
2.7956,0.00031864,-1.99026e-05,-0.000317615,-2.12946e-08
2.79906,0.000318905,-1.94855e-05,-0.000317912,-7.20404e-09
2.80252,0.00031917,-1.90728e-05,-0.000318213,-1.83908e-08
2.80598,0.000319433,-1.86741e-05,-0.000318509,-4.73802e-08
2.80944,0.000319696,-1.82932e-05,-0.000318807,-8.51207e-08
2.8129,0.00031996,-1.79239e-05,-0.000319096,-1.28188e-07
2.81636,0.000320234,-1.75621e-05,-0.000319379,-1.73815e-07
2.81982,0.000320505,-1.72098e-05,-0.000319656,-2.16789e-07
2.82328,0.00032077,-1.68662e-05,-0.000319938,-2.51588e-07
2.82674,0.000321029,-1.65311e-05,-0.000320223,-2.73639e-07
2.8302,0.000321272,-1.61993e-05,-0.000320502,-2.81781e-07
2.83366,0.000321519,-1.58676e-05,-0.000320784,-2.81019e-07
2.83712,0.000321776,-1.55305e-05,-0.000321044,-2.76693e-07
2.84058,0.000322035,-1.51871e-05,-0.0003213,-2.71861e-07
2.84404,0.000322279,-1.48364e-05,-0.000321554,-2.75519e-07
2.8475,0.000322528,-1.44873e-05,-0.000321829,-3.00175e-07
2.85096,0.000322767,-1.41591e-05,-0.000322104,-3.46313e-07
2.85442,0.000323012,-1.38638e-05,-0.000322366,-3.98588e-07
