LidarMCplusplus.cpp input file:
Radius(m),0.15
FOV(rad),0.174533
a(m^-1),0.0425791
b(m^-1),0.104066
c(m^-1),0.146645
Dmin,0.1
Dmax,100
k,1e+21
Junge,4
bulk ref index,(1.05,0.005)
#photons,1000000
distance,signal,co,cross
2.85788,0.000323258,-1.35949e-05,-0.000322623,-4.35198e-07
2.86134,0.000323514,-1.33332e-05,-0.000322861,-4.39896e-07
2.8648,0.000323748,-1.30602e-05,-0.000323101,-4.10763e-07
2.86826,0.000323965,-1.27657e-05,-0.000323347,-3.56399e-07
2.87172,0.000324173,-1.24468e-05,-0.000323593,-2.91914e-07
2.87518,0.000324378,-1.21081e-05,-0.000323818,-2.39004e-07
2.87864,0.000324598,-1.17644e-05,-0.000324033,-2.13769e-07
2.8821,0.000324819,-1.14352e-05,-0.00032425,-2.14219e-07
2.88556,0.000325028,-1.11318e-05,-0.000324469,-2.23804e-07
2.88902,0.000325224,-1.08506e-05,-0.000324694,-2.26104e-07
2.89248,0.000325413,-1.05773e-05,-0.00032491,-2.18429e-07
2.89594,0.000325616,-1.02982e-05,-0.000325109,-2.10467e-07
2.8994,0.000325824,-1.00111e-05,-0.000325307,-2.11767e-07
2.90286,0.00032602,-9.72388e-06,-0.000325509,-2.24297e-07
2.90632,0.000326195,-9.44649e-06,-0.000325724,-2.44338e-07
2.90978,0.000326386,-9.18247e-06,-0.000325921,-2.68016e-07
2.91324,0.000326583,-8.92779e-06,-0.00032611,-2.91034e-07
2.9167,0.000326769,-8.67469e-06,-0.000326287,-3.0617e-07
2.92016,0.000326947,-8.41643e-06,-0.000326479,-3.07568e-07
2.92362,0.000327105,-8.14905e-06,-0.000326676,-2.9701e-07
2.92708,0.000327275,-7.87283e-06,-0.000326848,-2.83387e-07
2.93054,0.000327457,-7.59562e-06,-0.000327007,-2.74253e-07
2.934,0.00032762,-7.33297e-06,-0.000327179,-2.72926e-07
2.93746,0.000327781,-7.09944e-06,-0.000327367,-2.81402e-07
2.94092,0.000327941,-6.89365e-06,-0.000327537,-2.97318e-07
2.94438,0.000328105,-6.69302e-06,-0.00032769,-3.11909e-07
2.94784,0.000328271,-6.4731e-06,-0.00032785,-3.1948e-07
2.9513,0.000328414,-6.23065e-06,-0.000328026,-3.27596e-07
2.95476,0.000328566,-5.98584e-06,-0.000328188,-3.46032e-07
2.95822,0.000328731,-5.76521e-06,-0.000328336,-3.6294e-07
2.96168,0.000328882,-5.57897e-06,-0.000328486,-3.50607e-07
2.96514,0.000329007,-5.41289e-06,-0.00032863,-3.01431e-07
2.9686,0.000329139,-5.24202e-06,-0.000328771,-2.37716e-07
2.97206,0.000329278,-5.04992e-06,-0.000328899,-1.85655e-07
2.97552,0.000329413,-4.83855e-06,-0.000329032,-1.62662e-07
2.97898,0.000329542,-4.62457e-06,-0.000329183,-1.75994e-07
2.98244,0.000329681,-4.4277e-06,-0.000329315,-2.05502e-07
2.9859,0.00032981,-4.25477e-06,-0.000329444,-2.11641e-07
2.98936,0.000329915,-4.09447e-06,-0.00032957,-1.79412e-07
2.99282,0.000330032,-3.93033e-06,-0.000329675,-1.28281e-07
2.99628,0.000330139,-3.75407e-06,-0.000329792,-8.44503e-08
2.99974,0.000330246,-3.5667e-06,-0.000329897,-6.66161e-08
3.0032,0.000330351,-3.37331e-06,-0.000330013,-7.77061e-08
3.00666,0.000330467,-3.1799e-06,-0.00033013,-1.02601e-07
3.01012,0.000330569,-2.9922e-06,-0.000330239,-1.28322e-07
3.01358,0.000330664,-2.81661e-06,-0.000330347,-1.51819e-07
3.01704,0.00033077,-2.65983e-06,-0.000330446,-1.71862e-07
3.0205,0.000330868,-2.52526e-06,-0.000330558,-1.88505e-07
3.02396,0.000330969,-2.41206e-06,-0.00033066,-1.98772e-07
3.02742,0.000331071,-2.31629e-06,-0.000330761,-1.96234e-07
3.03088,0.000331174,-2.22981e-06,-0.000330848,-1.77481e-07
3.03434,0.000331267,-2.14249e-06,-0.000330931,-1.45333e-07
3.0378,0.000331359,-2.0435e-06,-0.000331011,-1.10182e-07
3.04126,0.000331452,-1.92462e-06,-0.000331091,-8.52393e-08
3.04472,0.000331538,-1.78673e-06,-0.000331173,-7.8926e-08
3.04818,0.000331624,-1.64261e-06,-0.000331247,-8.87842e-08
3.05164,0.000331709,-1.51057e-06,-0.000331318,-1.02175e-07
3.0551,0.00033179,-1.40244e-06,-0.000331386,-1.05636e-07
3.05855,0.000331858,-1.31704e-06,-0.000331439,-9.60875e-08
3.06201,0.000331934,-1.24423e-06,-0.000331491,-8.40271e-08
3.06547,0.000331993,-1.17152e-06,-0.000331543,-8.33795e-08
3.06893,0.000332063,-1.08438e-06,-0.000331597,-9.94097e-08
3.07239,0.000332135,-9.67751e-07,-0.00033164,-1.28971e-07
3.07585,0.000332197,-8.16345e-07,-0.000331692,-1.6754e-07
3.07931,0.000332262,-6.44576e-07,-0.000331734,-2.11688e-07
3.08277,0.00033232,-4.81765e-07,-0.000331767,-2.56555e-07
3.08623,0.000332392,-3.53446e-07,-0.00033181,-2.93227e-07
3.08969,0.000332457,-2.68031e-07,-0.000331843,-3.10867e-07
3.09315,0.000332516,-2.2261e-07,-0.000331864,-3.0239e-07
3.09661,0.000332589,-2.14712e-07,-0.000331894,-2.68414e-07
3.10007,0.000332657,-2.42276e-07,-0.000331912,-2.1877e-07
3.10353,0.000332731,-2.93526e-07,-0.000331929,-1.70414e-07
3.10699,0.000332814,-3.42115e-07,-0.000331944,-1.38829e-07
3.11045,0.000332907,-3.57536e-07,-0.000331954,-1.29144e-07
3.11391,0.000333004,-3.24625e-07,-0.00033194,-1.37607e-07
3.11737,0.000333121,-2.53997e-07,-0.000331901,-1.57972e-07
3.12083,0.000333256,-1.69714e-07,-0.000331834,-1.78768e-07
3.12429,0.000333353,-8.83739e-08,-0.000331777,-1.72759e-07
3.12775,0.00033331,-2.03062e-08,-0.000331851,-1.00455e-07
3.13121,0.000333072,1.85102e-08,-0.000332128,3.12006e-08
3.13467,0.000332803,2.13779e-08,-0.00033248,1.11131e-07
3.13813,0.000332706,7.32639e-09,-0.000332678,5.86694e-08
3.14159,0.00033272,-3.00099e-19,-0.00033272,1.35062e-19
