0.00022975,-0,0.00022975
0.00022975,-1.3752e-09,0.00022975
0.00022975,-5.5006e-09,0.00022975
0.00022974,-1.2376e-08,0.00022974
0.00022973,-2.2002e-08,0.00022973
0.00022972,-3.4376e-08,0.00022972
0.00022971,-4.95e-08,0.00022971
0.00022969,-6.7371e-08,0.00022969
0.00022967,-8.799e-08,0.00022967
0.00022965,-1.1136e-07,0.00022965
0.00022962,-1.3747e-07,0.00022962
0.00022959,-1.6632e-07,0.00022959
0.00022956,-1.9792e-07,0.00022956
0.00022953,-2.3226e-07,0.00022953
0.00022949,-2.6934e-07,0.00022949
0.00022946,-3.0915e-07,0.00022946
0.00022942,-3.5171e-07,0.00022942
0.00022937,-3.97e-07,0.00022937
0.00022933,-4.4502e-07,0.00022933
0.00022928,-4.9577e-07,0.00022928
0.00022923,-5.4925e-07,0.00022922
0.00022917,-6.0545e-07,0.00022917
0.00022911,-6.6438e-07,0.00022911
0.00022906,-7.2603e-07,0.00022905
0.00022899,-7.9039e-07,0.00022899
0.00022893,-8.5747e-07,0.00022893
0.00022886,-9.2726e-07,0.00022886
0.00022879,-9.9976e-07,0.00022879
0.00022872,-1.075e-06,0.00022872
0.00022865,-1.1529e-06,0.00022864
0.00022857,-1.2335e-06,0.00022856
0.00022849,-1.3168e-06,0.00022848
0.00022841,-1.4028e-06,0.0002284
0.00022832,-1.4915e-06,0.00022832
0.00022823,-1.5828e-06,0.00022823
0.00022814,-1.6769e-06,0.00022814
0.00022805,-1.7736e-06,0.00022804
0.00022795,-1.873e-06,0.00022795
0.00022786,-1.975e-06,0.00022785
0.00022776,-2.0797e-06,0.00022775
0.00022765,-2.1871e-06,0.00022764
0.00022755,-2.2971e-06,0.00022753
0.00022744,-2.4098e-06,0.00022743
0.00022733,-2.5251e-06,0.00022731
0.00022721,-2.643e-06,0.0002272
0.0002271,-2.7636e-06,0.00022708
0.00022698,-2.8868e-06,0.00022696
0.00022686,-3.0127e-06,0.00022684
0.00022674,-3.1411e-06,0.00022671
0.00022661,-3.2721e-06,0.00022659
0.00022648,-3.4058e-06,0.00022646
0.00022635,-3.542e-06,0.00022632
0.00022622,-3.6809e-06,0.00022619
0.00022608,-3.8223e-06,0.00022605
0.00022594,-3.9663e-06,0.00022591
0.0002258,-4.1129e-06,0.00022577
0.00022566,-4.262e-06,0.00022562
0.00022551,-4.4137e-06,0.00022547
0.00022537,-4.5679e-06,0.00022532
0.00022522,-4.7247e-06,0.00022517
0.00022506,-4.8841e-06,0.00022501
0.00022491,-5.0459e-06,0.00022485
0.00022475,-5.2103e-06,0.00022469
0.00022459,-5.3772e-06,0.00022453
0.00022443,-5.5466e-06,0.00022436
0.00022426,-5.7185e-06,0.00022419
0.0002241,-5.8929e-06,0.00022402
0.00022393,-6.0698e-06,0.00022384
0.00022375,-6.2492e-06,0.00022367
0.00022358,-6.431e-06,0.00022349
0.0002234,-6.6153e-06,0.00022331
0.00022322,-6.802e-06,0.00022312
0.00022304,-6.9912e-06,0.00022293
0.00022286,-7.1828e-06,0.00022274
0.00022267,-7.3769e-06,0.00022255
0.00022248,-7.5734e-06,0.00022236
0.00022229,-7.7722e-06,0.00022216
0.0002221,-7.9735e-06,0.00022196
0.00022191,-8.1772e-06,0.00022176
0.00022171,-8.3832e-06,0.00022155
0.00022151,-8.5917e-06,0.00022134
0.00022131,-8.8024e-06,0.00022113
0.0002211,-9.0156e-06,0.00022092
0.0002209,-9.2311e-06,0.0002207
0.00022069,-9.4489e-06,0.00022049
0.00022048,-9.669e-06,0.00022027
0.00022026,-9.8915e-06,0.00022004
0.00022005,-1.0116e-05,0.00021982
0.00021983,-1.0343e-05,0.00021959
0.00021961,-1.0573e-05,0.00021936
0.00021939,-1.0804e-05,0.00021912
0.00021917,-1.1038e-05,0.00021889
0.00021894,-1.1274e-05,0.00021865
0.00021871,-1.1513e-05,0.00021841
0.00021848,-1.1753e-05,0.00021817
0.00021825,-1.1996e-05,0.00021792
0.00021802,-1.2241e-05,0.00021767
0.00021778,-1.2488e-05,0.00021742
0.00021754,-1.2738e-05,0.00021717
0.0002173,-1.2989e-05,0.00021691
