LidarMCplusplus.cpp input file:
Radius(m),0.15
FOV(rad),0.174533
a(m^-1),0.00425791
b(m^-1),0.0104066
c(m^-1),0.0146645
Dmin,0.1
Dmax,100
k,1e+20
Junge,4
bulk ref index,(1.05,0.005)
#photons,100000
distance,signal,co,cross
1.41856,0.000145892,-0.000137829,4.56703e-05,1.44634e-07
1.42202,0.00014561,-0.000137877,4.4647e-05,1.35625e-07
1.42548,0.000145362,-0.000137933,4.36556e-05,1.35726e-07
1.42894,0.000145104,-0.000137988,4.26626e-05,1.66694e-07
1.4324,0.000144819,-0.000137999,4.1639e-05,2.11188e-07
1.43586,0.000144498,-0.000137987,4.05916e-05,2.45608e-07
1.43932,0.000144184,-0.000137968,3.95417e-05,2.66498e-07
1.44278,0.000143877,-0.000137936,3.84929e-05,2.87478e-07
1.44624,0.000143543,-0.000137886,3.74276e-05,3.04129e-07
1.4497,0.000143213,-0.00013783,3.63541e-05,2.91037e-07
1.45316,0.000142914,-0.000137788,3.53123e-05,2.52642e-07
1.45662,0.000142644,-0.00013777,3.43039e-05,2.23612e-07
1.46008,0.00014238,-0.000137755,3.33026e-05,2.1213e-07
1.46354,0.000142128,-0.000137742,3.23003e-05,2.06328e-07
1.467,0.00014188,-0.00013772,3.12991e-05,2.05938e-07
1.47046,0.000141634,-0.000137699,3.02963e-05,2.07632e-07
1.47392,0.000141402,-0.000137681,2.92955e-05,2.14615e-07
1.47738,0.000141167,-0.000137649,2.82867e-05,2.28229e-07
1.48084,0.000140921,-0.000137606,2.72642e-05,2.38027e-07
1.4843,0.000140673,-0.000137559,2.62373e-05,2.31518e-07
1.48776,0.000140444,-0.000137508,2.52176e-05,2.09976e-07
1.49122,0.000140222,-0.000137482,2.42163e-05,1.81634e-07
1.49468,0.000140031,-0.000137455,2.32279e-05,1.59586e-07
1.49814,0.000139835,-0.000137421,2.22446e-05,1.41976e-07
1.5016,0.00013964,-0.000137388,2.12653e-05,1.34138e-07
1.50506,0.000139446,-0.000137344,2.02747e-05,1.29714e-07
1.50852,0.000139254,-0.0001373,1.92805e-05,1.09548e-07
1.51198,0.000139096,-0.000137269,1.83036e-05,7.55232e-08
1.51544,0.000138955,-0.000137263,1.73509e-05,4.92162e-08
1.5189,0.000138834,-0.000137267,1.64064e-05,4.32178e-08
1.52236,0.000138721,-0.000137267,1.54559e-05,5.23448e-08
1.52582,0.000138588,-0.000137246,1.4497e-05,7.18535e-08
1.52928,0.000138449,-0.000137208,1.35203e-05,9.19816e-08
1.53274,0.000138304,-0.000137153,1.25347e-05,9.46946e-08
1.5362,0.000138176,-0.000137114,1.15642e-05,8.00974e-08
1.53966,0.000138067,-0.000137094,1.06163e-05,7.40325e-08
1.54312,0.000137969,-0.000137073,9.67215e-06,9.18674e-08
1.54658,0.000137853,-0.000137022,8.71248e-06,1.23904e-07
1.55004,0.00013772,-0.000136954,7.73797e-06,1.52259e-07
1.5535,0.00013759,-0.000136876,6.76041e-06,1.71277e-07
1.55696,0.000137456,-0.000136784,5.78635e-06,1.9009e-07
1.56042,0.000137307,-0.000136675,4.80438e-06,2.13457e-07
1.56388,0.000137144,-0.000136548,3.80852e-06,2.23934e-07
1.56734,0.000136997,-0.000136427,2.8166e-06,2.06676e-07
1.5708,0.000136875,-0.000136321,1.84885e-06,1.78622e-07
1.57426,0.000136767,-0.000136229,8.97402e-07,1.61479e-07
1.57772,0.000136661,-0.000136128,-5.1231e-08,1.55819e-07
1.58118,0.000136561,-0.000136023,-1.00045e-06,1.54641e-07
1.58464,0.000136458,-0.000135913,-1.94984e-06,1.56678e-07
1.5881,0.000136352,-0.0001358,-2.89926e-06,1.5935e-07
1.59156,0.000136248,-0.000135677,-3.84564e-06,1.64451e-07
1.59502,0.00013615,-0.000135549,-4.79414e-06,1.7575e-07
1.59848,0.000136046,-0.000135413,-5.74981e-06,1.87958e-07
1.60194,0.000135936,-0.000135258,-6.71341e-06,1.92846e-07
1.6054,0.000135841,-0.000135107,-7.67722e-06,1.82947e-07
1.60886,0.00013576,-0.00013497,-8.63224e-06,1.6249e-07
1.61232,0.000135693,-0.000134848,-9.57671e-06,1.40849e-07
1.61578,0.000135636,-0.000134726,-1.05148e-05,1.2236e-07
1.61923,0.000135596,-0.00013461,-1.14466e-05,1.07918e-07
1.62269,0.000135546,-0.000134484,-1.23762e-05,1.02658e-07
1.62615,0.000135497,-0.000134347,-1.3312e-05,1.04164e-07
1.62961,0.000135452,-0.000134202,-1.42549e-05,9.59437e-08
1.63307,0.000135407,-0.000134065,-1.5192e-05,7.25156e-08
1.63653,0.000135386,-0.000133936,-1.61128e-05,4.68741e-08
1.63999,0.000135373,-0.000133817,-1.7024e-05,3.26955e-08
1.64345,0.000135371,-0.000133698,-1.79342e-05,3.00773e-08
1.64691,0.000135367,-0.000133576,-1.88459e-05,3.57597e-08
1.65037,0.000135348,-0.000133437,-1.97612e-05,5.02922e-08
1.65383,0.00013534,-0.000133275,-2.06882e-05,6.47549e-08
1.65729,0.000135323,-0.000133119,-2.16218e-05,6.38968e-08
1.66075,0.000135329,-0.00013297,-2.25463e-05,4.72516e-08
1.66421,0.000135352,-0.000132842,-2.34553e-05,3.39747e-08
1.66767,0.00013538,-0.000132719,-2.43577e-05,3.79624e-08
1.67113,0.000135401,-0.000132577,-2.52639e-05,5.70025e-08
1.67459,0.000135421,-0.00013242,-2.618e-05,7.86864e-08
1.67805,0.000135436,-0.000132256,-2.71003e-05,9.35436e-08
1.68151,0.000135453,-0.000132083,-2.80178e-05,1.02756e-07
1.68497,0.00013548,-0.00013191,-2.89301e-05,1.17596e-07
1.68843,0.000135497,-0.000131723,-2.98497e-05,1.39594e-07
1.69189,0.000135503,-0.000131521,-3.07806e-05,1.50517e-07
1.69535,0.000135514,-0.000131313,-3.17091e-05,1.39139e-07
1.69881,0.000135549,-0.000131122,-3.26212e-05,1.18301e-07
1.70227,0.000135579,-0.00013094,-3.35227e-05,1.05509e-07
1.70573,0.000135618,-0.000130748,-3.44219e-05,9.98197e-08
1.70919,0.000135666,-0.000130553,-3.5319e-05,9.77584e-08
1.71265,0.000135701,-0.000130356,-3.62142e-05,9.87672e-08
1.71611,0.000135746,-0.000130147,-3.71094e-05,1.00759e-07
1.71957,0.000135792,-0.000129949,-3.80019e-05,1.02063e-07
1.72303,0.00013585,-0.000129742,-3.88903e-05,1.07783e-07
1.72649,0.000135892,-0.000129519,-3.97808e-05,1.20631e-07
1.72995,0.000135938,-0.000129287,-4.06752e-05,1.3371e-07
1.73341,0.000135977,-0.000129054,-4.15719e-05,1.44367e-07
1.73687,0.000136012,-0.000128794,-4.24703e-05,1.44469e-07
1.74033,0.000136062,-0.000128551,-4.33633e-05,1.32578e-07
1.74379,0.000136119,-0.000128307,-4.42493e-05,1.1924e-07
1.74725,0.000136178,-0.000128066,-4.51324e-05,1.06846e-07
1.75071,0.000136244,-0.000127833,-4.60114e-05,9.21263e-08
1.75417,0.000136326,-0.000127598,-4.68856e-05,8.14192e-08
1.75763,0.000136409,-0.000127363,-4.77577e-05,7.96677e-08
1.76109,0.000136488,-0.00012712,-4.86349e-05,8.19926e-08
1.76455,0.000136565,-0.000126862,-4.95182e-05,7.55782e-08
1.76801,0.000136662,-0.000126624,-5.03978e-05,5.57595e-08
1.77147,0.000136762,-0.000126393,-5.12685e-05,3.25466e-08
1.77493,0.000136878,-0.000126163,-5.21329e-05,1.8197e-08
1.77839,0.000137004,-0.000125942,-5.29945e-05,1.21256e-08
1.78185,0.00013712,-0.000125712,-5.38545e-05,1.10993e-08
1.78531,0.000137245,-0.000125479,-5.47134e-05,1.73055e-08
1.78877,0.000137363,-0.000125227,-5.55745e-05,3.26192e-08
1.79223,0.000137472,-0.000124968,-5.64429e-05,4.51417e-08
1.79569,0.000137589,-0.000124696,-5.73132e-05,4.26419e-08
1.79915,0.000137706,-0.000124436,-5.81774e-05,2.69349e-08
1.80261,0.000137843,-0.000124183,-5.90297e-05,1.33936e-08
1.80607,0.000137991,-0.000123934,-5.98777e-05,1.25984e-08
1.80953,0.000138128,-0.000123682,-6.0726e-05,2.31717e-08
1.81299,0.000138269,-0.00012342,-6.15782e-05,3.86639e-08
1.81645,0.000138408,-0.000123152,-6.24329e-05,5.04924e-08
1.81991,0.00013855,-0.000122874,-6.32883e-05,5.54329e-08
1.82337,0.000138696,-0.000122604,-6.41398e-05,5.92531e-08
1.82683,0.000138852,-0.000122335,-6.49882e-05,7.25213e-08
1.83029,0.000139001,-0.000122042,-6.58428e-05,9.29424e-08
1.83375,0.000139144,-0.000121736,-6.67033e-05,1.02212e-07
1.83721,0.00013929,-0.000121433,-6.75627e-05,9.26211e-08
1.84067,0.000139447,-0.000121146,-6.84129e-05,7.42695e-08
1.84413,0.000139619,-0.00012087,-6.92555e-05,6.29696e-08
1.84759,0.000139791,-0.000120584,-7.00966e-05,5.727e-08
1.85105,0.000139964,-0.000120298,-7.0936e-05,5.22203e-08
1.85451,0.000140149,-0.000120005,-7.1774e-05,5.03123e-08
1.85797,0.000140322,-0.000119719,-7.26104e-05,5.15213e-08
1.86143,0.000140505,-0.000119423,-7.34461e-05,5.20194e-08
1.86489,0.00014069,-0.000119128,-7.42777e-05,5.15801e-08
1.86835,0.000140885,-0.000118836,-7.5106e-05,5.55978e-08
1.87181,0.000141066,-0.000118527,-7.59333e-05,6.67732e-08
1.87527,0.000141251,-0.00011822,-7.67613e-05,7.82668e-08
1.87873,0.000141432,-0.000117897,-7.75872e-05,8.89297e-08
1.88219,0.000141608,-0.000117566,-7.84156e-05,9.69701e-08
1.88565,0.000141783,-0.000117222,-7.92424e-05,9.36794e-08
1.88911,0.000141974,-0.000116897,-8.00628e-05,8.40055e-08
1.89257,0.000142166,-0.000116567,-8.08788e-05,7.80839e-08
1.89603,0.000142358,-0.000116234,-8.1695e-05,7.13992e-08
1.89949,0.000142553,-0.000115898,-8.25085e-05,6.01465e-08
1.90295,0.000142752,-0.000115579,-8.33156e-05,5.30098e-08
1.90641,0.00014296,-0.000115248,-8.41208e-05,5.40987e-08
1.90987,0.000143164,-0.000114909,-8.49259e-05,6.00068e-08
1.91333,0.000143362,-0.000114561,-8.57334e-05,6.16876e-08
1.91679,0.000143561,-0.000114202,-8.65407e-05,5.22879e-08
1.92025,0.000143775,-0.000113863,-8.73419e-05,3.44174e-08
1.92371,0.000143985,-0.000113524,-8.81375e-05,1.85663e-08
1.92717,0.000144207,-0.00011319,-8.89292e-05,9.89178e-09
1.93063,0.00014443,-0.000112847,-8.97206e-05,4.4064e-09
1.93409,0.000144665,-0.000112516,-9.05095e-05,8.04322e-10
1.93755,0.000144892,-0.000112177,-9.12972e-05,3.12321e-09
1.94101,0.000145125,-0.000111833,-9.20841e-05,1.39495e-08
1.94447,0.000145354,-0.000111478,-9.28742e-05,2.63741e-08
1.94793,0.000145582,-0.000111117,-9.36688e-05,2.87233e-08
1.95139,0.000145816,-0.000110751,-9.44612e-05,1.86113e-08
1.95485,0.000146057,-0.000110399,-9.52486e-05,3.57873e-09
1.95831,0.000146313,-0.000110058,-9.60311e-05,-5.43137e-09
1.96177,0.00014657,-0.000109718,-9.68105e-05,-4.77865e-09
1.96523,0.000146826,-0.000109376,-9.75896e-05,3.22466e-09
1.96869,0.000147077,-0.000109016,-9.83698e-05,1.48855e-08
1.97215,0.000147336,-0.000108659,-9.91497e-05,2.43509e-08
1.97561,0.000147585,-0.000108288,-9.99283e-05,2.81756e-08
1.97906,0.000147846,-0.000107923,-0.000100703,2.93998e-08
1.98252,0.000148107,-0.000107561,-0.000101473,3.61871e-08
1.98598,0.000148364,-0.00010719,-0.000102242,5.29095e-08
1.98944,0.000148614,-0.000106804,-0.000103014,6.99923e-08
1.9929,0.000148873,-0.000106407,-0.000103787,7.45207e-08
1.99636,0.000149125,-0.000106014,-0.000104558,6.54989e-08
1.99982,0.000149392,-0.000105631,-0.000105324,5.22917e-08
2.00328,0.000149662,-0.000105254,-0.000106085,4.44109e-08
2.00674,0.000149933,-0.000104874,-0.000106844,3.98015e-08
2.0102,0.000150216,-0.000104494,-0.000107602,3.42737e-08
2.01366,0.000150492,-0.000104116,-0.000108366,2.99743e-08
2.01712,0.000150778,-0.000103737,-0.000109119,2.90137e-08
2.02058,0.000151055,-0.000103356,-0.000109875,2.84089e-08
2.02404,0.000151343,-0.000102973,-0.000110631,2.59969e-08
2.0275,0.000151643,-0.000102595,-0.000111376,2.35345e-08
2.03096,0.000151935,-0.000102215,-0.00011213,2.54306e-08
2.03442,0.000152226,-0.000101832,-0.000112884,3.21741e-08
2.03788,0.000152525,-0.000101443,-0.000113629,3.9701e-08
2.04134,0.000152823,-0.00010105,-0.000114373,4.76056e-08
2.0448,0.000153118,-0.00010065,-0.000115119,5.61137e-08
2.04826,0.000153412,-0.000100243,-0.000115867,5.82844e-08
2.05172,0.000153708,-9.98383e-05,-0.000116614,5.30894e-08
2.05518,0.000154015,-9.94372e-05,-0.000117347,4.81031e-08
2.05864,0.000154313,-9.90348e-05,-0.00011809,4.58575e-08
2.0621,0.000154621,-9.86303e-05,-0.000118824,4.05741e-08
2.06556,0.000154931,-9.82289e-05,-0.000119558,3.16742e-08
2.06902,0.000155243,-9.78314e-05,-0.000120288,2.57362e-08
2.07248,0.000155555,-9.74334e-05,-0.000121017,2.59801e-08
2.07594,0.000155865,-9.70298e-05,-0.000121747,3.10984e-08
2.0794,0.000156181,-9.66169e-05,-0.000122468,3.61184e-08
2.08286,0.000156486,-9.61983e-05,-0.00012319,3.50353e-08
2.08632,0.000156802,-9.57808e-05,-0.00012392,2.59991e-08
2.08978,0.00015712,-9.53684e-05,-0.000124637,1.35966e-08
2.09324,0.00015744,-9.49604e-05,-0.000125352,3.96055e-09
2.0967,0.000157759,-9.45525e-05,-0.000126057,-1.99568e-09
2.10016,0.000158078,-9.41426e-05,-0.000126771,-7.14918e-09
2.10362,0.000158398,-9.37344e-05,-0.000127474,-1.19098e-08
2.10708,0.000158729,-9.3328e-05,-0.000128176,-1.27511e-08
2.11054,0.000159049,-9.29195e-05,-0.000128876,-6.91465e-09
2.114,0.000159376,-9.25019e-05,-0.000129577,3.78509e-09
2.11746,0.000159701,-9.20749e-05,-0.000130281,1.19514e-08
2.12092,0.000160025,-9.16439e-05,-0.000130986,1.21638e-08
2.12438,0.000160351,-9.12157e-05,-0.000131681,4.82647e-09
2.12784,0.000160679,-9.07939e-05,-0.000132372,-5.064e-09
2.1313,0.000161019,-9.03771e-05,-0.000133061,-1.19231e-08
2.13476,0.000161348,-8.99603e-05,-0.000133748,-1.35042e-08
2.13822,0.000161687,-8.95427e-05,-0.000134436,-1.03708e-08
2.14168,0.000162014,-8.91198e-05,-0.000135123,-3.82816e-09
2.14514,0.00016235,-8.86914e-05,-0.000135801,3.13978e-09
2.1486,0.000162685,-8.82604e-05,-0.000136479,7.44715e-09
2.15206,0.000163021,-8.78287e-05,-0.000137158,7.99901e-09
2.15552,0.000163359,-8.74009e-05,-0.000137835,8.12084e-09
2.15898,0.000163697,-8.69761e-05,-0.000138509,1.37058e-08
2.16244,0.000164043,-8.65451e-05,-0.000139184,2.66041e-08
2.1659,0.000164376,-8.61046e-05,-0.000139851,4.08098e-08
2.16936,0.000164718,-8.56553e-05,-0.000140521,4.80044e-08
2.17282,0.000165052,-8.52073e-05,-0.000141192,4.58879e-08
2.17628,0.000165398,-8.47647e-05,-0.000141861,3.88178e-08
2.17974,0.000165746,-8.4327e-05,-0.000142529,3.29313e-08
2.1832,0.000166096,-8.38894e-05,-0.000143186,2.9747e-08
2.18666,0.000166447,-8.3451e-05,-0.000143855,2.60623e-08
2.19012,0.0001668,-8.30153e-05,-0.000144515,2.13148e-08
2.19358,0.000167153,-8.25813e-05,-0.000145174,1.79835e-08
2.19704,0.000167508,-8.21466e-05,-0.000145834,1.69635e-08
2.2005,0.000167862,-8.17095e-05,-0.000146483,1.63522e-08
2.20396,0.000168227,-8.12715e-05,-0.000147143,1.42083e-08
2.20742,0.000168583,-8.08359e-05,-0.000147793,1.09372e-08
2.21088,0.000168949,-8.04023e-05,-0.000148441,9.40176e-09
2.21434,0.000169304,-7.99688e-05,-0.000149088,1.16851e-08
2.2178,0.000169669,-7.9531e-05,-0.000149736,1.57953e-08
2.22126,0.000170033,-7.90932e-05,-0.000150374,2.01681e-08
2.22472,0.000170396,-7.86524e-05,-0.00015102,2.62306e-08
2.22818,0.000170758,-7.82073e-05,-0.000151656,3.38447e-08
2.23164,0.00017112,-7.77577e-05,-0.000152293,3.78831e-08
2.2351,0.000171481,-7.73073e-05,-0.000152931,3.62741e-08
2.23856,0.000171843,-7.6862e-05,-0.000153557,3.38333e-08
2.24202,0.000172204,-7.6416e-05,-0.000154192,3.3963e-08
2.24548,0.000172566,-7.59664e-05,-0.000154817,3.34119e-08
2.24894,0.000172928,-7.55171e-05,-0.000155443,2.86313e-08
2.2524,0.000173302,-7.50713e-05,-0.000156068,2.13443e-08
2.25586,0.000173667,-7.463e-05,-0.000156693,1.59374e-08
2.25932,0.000174043,-7.41902e-05,-0.000157307,1.44871e-08
2.26278,0.000174408,-7.3748e-05,-0.000157931,1.65564e-08
2.26624,0.000174783,-7.33011e-05,-0.000158546,2.0334e-08
2.2697,0.000175148,-7.28514e-05,-0.000159163,2.2384e-08
2.27316,0.000175523,-7.23995e-05,-0.000159781,1.9612e-08
2.27662,0.000175901,-7.19497e-05,-0.000160389,1.22322e-08
2.28008,0.000176269,-7.15059e-05,-0.000161006,3.9683e-09
2.28354,0.000176649,-7.10639e-05,-0.000161614,-2.13046e-09
2.287,0.000177029,-7.06222e-05,-0.000162221,-6.69763e-09
2.29046,0.000177411,-7.01797e-05,-0.000162828,-1.16734e-08
2.29392,0.000177793,-6.97401e-05,-0.000163426,-1.78202e-08
2.29738,0.000178176,-6.93033e-05,-0.000164034,-2.3186e-08
2.30084,0.00017856,-6.88691e-05,-0.000164632,-2.43224e-08
2.3043,0.000178942,-6.84334e-05,-0.000165229,-2.02536e-08
2.30776,0.000179324,-6.79919e-05,-0.000165826,-1.33818e-08
2.31122,0.000179705,-6.75459e-05,-0.000166413,-7.96816e-09
2.31468,0.000180086,-6.70966e-05,-0.000167012,-7.23215e-09
2.31814,0.000180467,-6.66489e-05,-0.0001676,-1.14024e-08
2.3216,0.00018085,-6.62055e-05,-0.000168188,-1.80195e-08
2.32506,0.000181233,-6.57669e-05,-0.000168774,-2.37994e-08
2.32852,0.000181616,-6.53295e-05,-0.00016936,-2.7238e-08
2.33198,0.000182,-6.48928e-05,-0.000169936,-2.8047e-08
2.33544,0.000182383,-6.44558e-05,-0.000170522,-2.63817e-08
2.33889,0.000182775,-6.40171e-05,-0.000171098,-2.26067e-08
2.34235,0.000183157,-6.3576e-05,-0.000171674,-1.83899e-08
2.34581,0.000183539,-6.31332e-05,-0.00017224,-1.57226e-08
2.34927,0.000183922,-6.26906e-05,-0.000172816,-1.5913e-08
2.35273,0.000184305,-6.22524e-05,-0.000173381,-1.79695e-08
2.35619,0.000184698,-6.18174e-05,-0.000173946,-1.76173e-08
2.35965,0.00018508,-6.1384e-05,-0.000174509,-1.13104e-08
2.36311,0.000185459,-6.09449e-05,-0.000175071,-2.27173e-10
2.36657,0.000185837,-6.05002e-05,-0.000175622,1.12444e-08
2.37003,0.000186214,-6.00502e-05,-0.000176184,1.85106e-08
2.37349,0.000186591,-5.95996e-05,-0.000176737,1.94758e-08
2.37695,0.000186978,-5.91539e-05,-0.000177288,1.64794e-08
2.38041,0.000187355,-5.87118e-05,-0.000177827,1.39151e-08
2.38387,0.000187732,-5.82703e-05,-0.000178376,1.37616e-08
2.38733,0.000188108,-5.78272e-05,-0.000178915,1.40704e-08
2.39079,0.000188484,-5.73837e-05,-0.000179453,1.25499e-08
2.39425,0.00018886,-5.69431e-05,-0.000179992,1.00482e-08
2.39771,0.000189236,-5.65039e-05,-0.00018052,8.383e-09
2.40117,0.000189612,-5.60659e-05,-0.000181057,7.76122e-09
2.40463,0.000189989,-5.56271e-05,-0.000181584,7.43549e-09
2.40809,0.000190365,-5.51878e-05,-0.000182112,6.21466e-09
2.41155,0.000190742,-5.47504e-05,-0.00018264,3.27235e-09
2.41501,0.000191119,-5.4316e-05,-0.000183169,-3.63099e-10
2.41847,0.000191498,-5.3884e-05,-0.000183686,-2.00287e-09
2.42193,0.000191876,-5.34526e-05,-0.000184202,-7.22373e-10
2.42539,0.000192253,-5.30205e-05,-0.000184719,9.78645e-10
2.42885,0.000192631,-5.25892e-05,-0.000185236,2.22588e-09
2.43231,0.000193008,-5.21588e-05,-0.000185742,5.49347e-09
2.43577,0.000193374,-5.17273e-05,-0.000186257,1.17258e-08
2.43923,0.000193749,-5.12926e-05,-0.000186762,1.77425e-08
2.44269,0.000194123,-5.08559e-05,-0.000187268,1.9471e-08
2.44615,0.000194488,-5.04231e-05,-0.000187764,1.76726e-08
2.44961,0.000194864,-4.99936e-05,-0.000188268,1.67605e-08
2.45307,0.000195229,-4.95644e-05,-0.000188761,1.86353e-08
2.45653,0.000195603,-4.91329e-05,-0.000189254,2.04439e-08
2.45999,0.000195967,-4.87003e-05,-0.000189749,1.931e-08
2.46345,0.000196342,-4.82705e-05,-0.000190244,1.56876e-08
2.46691,0.000196707,-4.78446e-05,-0.000190728,1.1597e-08
2.47037,0.000197073,-4.74211e-05,-0.000191211,8.9402e-09
2.47383,0.000197439,-4.69998e-05,-0.000191694,8.80275e-09
2.47729,0.000197805,-4.65789e-05,-0.000192177,1.11553e-08
2.48075,0.00019817,-4.61571e-05,-0.00019266,1.50725e-08
2.48421,0.000198535,-4.57325e-05,-0.000193133,1.86771e-08
2.48767,0.000198901,-4.53077e-05,-0.000193607,1.95525e-08
2.49113,0.000199266,-4.48835e-05,-0.000194082,1.65546e-08
2.49459,0.000199633,-4.44621e-05,-0.000194557,1.08645e-08
2.49805,0.000200001,-4.40459e-05,-0.000195022,5.11256e-09
2.50151,0.00020036,-4.36319e-05,-0.000195486,9.7769e-10
2.50497,0.000200728,-4.32174e-05,-0.000195951,-2.04613e-09
2.50843,0.000201087,-4.28044e-05,-0.000196417,-5.26148e-09
2.51189,0.000201456,-4.23921e-05,-0.000196884,-9.50355e-09
2.51535,0.000201817,-4.1983e-05,-0.00019734,-1.47695e-08
2.51881,0.000202178,-4.15794e-05,-0.000197797,-1.90759e-08
2.52227,0.00020254,-4.11779e-05,-0.000198253,-1.9994e-08
2.52573,0.000202902,-4.07765e-05,-0.000198709,-1.74192e-08
2.52919,0.000203263,-4.03731e-05,-0.000199155,-1.31565e-08
2.53265,0.000203623,-3.99683e-05,-0.000199602,-9.3402e-09
2.53611,0.000203984,-3.95609e-05,-0.00020005,-8.05315e-09
2.53957,0.000204345,-3.91542e-05,-0.000200498,-1.03827e-08
2.54303,0.000204697,-3.87515e-05,-0.000200945,-1.55542e-08
2.54649,0.00020506,-3.83518e-05,-0.000201382,-2.12875e-08
2.54995,0.000205413,-3.79563e-05,-0.00020182,-2.576e-08
2.55341,0.000205775,-3.75632e-05,-0.000202258,-2.90236e-08
2.55687,0.000206127,-3.71724e-05,-0.000202695,-3.11552e-08
2.56033,0.00020648,-3.67833e-05,-0.000203122,-3.1629e-08
2.56379,0.000206833,-3.63949e-05,-0.000203548,-3.0272e-08
2.56725,0.000207186,-3.60071e-05,-0.000203975,-2.7734e-08
2.57071,0.000207538,-3.56174e-05,-0.000204401,-2.51527e-08
2.57417,0.000207879,-3.52281e-05,-0.000204817,-2.36105e-08
2.57763,0.000208231,-3.48404e-05,-0.000205244,-2.43146e-08
2.58109,0.000208573,-3.44548e-05,-0.000205661,-2.75765e-08
2.58455,0.000208926,-3.40752e-05,-0.000206077,-3.101e-08
2.58801,0.000209269,-3.36995e-05,-0.000206482,-3.09094e-08
2.59147,0.00020961,-3.33238e-05,-0.000206888,-2.60844e-08
2.59493,0.000209951,-3.29467e-05,-0.000207303,-1.85783e-08
2.59839,0.000210291,-3.25664e-05,-0.000207698,-1.10627e-08
2.60185,0.000210631,-3.2184e-05,-0.000208102,-5.80787e-09
2.60531,0.000210962,-3.18029e-05,-0.000208507,-4.37091e-09
2.60877,0.000211304,-3.14252e-05,-0.000208902,-5.85815e-09
2.61223,0.000211634,-3.10528e-05,-0.000209297,-7.19035e-09
2.61569,0.000211965,-3.06828e-05,-0.000209681,-6.37882e-09
2.61915,0.000212295,-3.03129e-05,-0.000210076,-4.3378e-09
2.62261,0.000212626,-2.99435e-05,-0.000210459,-3.30766e-09
2.62607,0.000212956,-2.95752e-05,-0.000210844,-4.08129e-09
2.62953,0.000213287,-2.92102e-05,-0.000211228,-5.49789e-09
2.63299,0.000213607,-2.88482e-05,-0.000211603,-6.18373e-09
2.63645,0.000213938,-2.84861e-05,-0.000211987,-5.83398e-09
2.63991,0.000214259,-2.81263e-05,-0.00021236,-4.7683e-09
2.64337,0.00021458,-2.77667e-05,-0.000212734,-3.53088e-09
2.64683,0.000214901,-2.74074e-05,-0.000213098,-3.02131e-09
2.65029,0.000215222,-2.70506e-05,-0.000213472,-4.04519e-09
2.65375,0.000215543,-2.66981e-05,-0.000213837,-6.22882e-09
2.65721,0.000215855,-2.63491e-05,-0.000214202,-7.73128e-09
2.66067,0.000216177,-2.60027e-05,-0.000214556,-7.17082e-09
2.66413,0.000216489,-2.56569e-05,-0.000214921,-5.64048e-09
2.66759,0.000216801,-2.53119e-05,-0.000215276,-5.42665e-09
2.67105,0.000217114,-2.49709e-05,-0.000215632,-6.19272e-09
2.67451,0.000217427,-2.4634e-05,-0.000215986,-5.21094e-09
2.67797,0.00021774,-2.42971e-05,-0.00021633,-1.39978e-09
2.68143,0.000218043,-2.39585e-05,-0.000216675,3.29291e-09
2.68489,0.000218345,-2.36189e-05,-0.000217021,5.71478e-09
2.68835,0.000218658,-2.32803e-05,-0.000217367,4.5332e-09
2.69181,0.000218961,-2.29466e-05,-0.000217702,2.09046e-09
2.69527,0.000219254,-2.26171e-05,-0.000218047,2.03999e-09
2.69872,0.000219556,-2.22888e-05,-0.000218383,5.14672e-09
2.70218,0.000219848,-2.196e-05,-0.000218708,8.6371e-09
2.70564,0.000220151,-2.16311e-05,-0.000219043,9.73852e-09
2.7091,0.000220445,-2.13052e-05,-0.000219367,8.31083e-09
2.71256,0.000220739,-2.09833e-05,-0.000219693,5.91695e-09
2.71602,0.000221033,-2.06652e-05,-0.000220019,3.72634e-09
2.71948,0.000221316,-2.03505e-05,-0.000220344,2.11011e-09
2.72294,0.00022161,-2.00389e-05,-0.000220659,1.5754e-09
2.7264,0.000221893,-1.97287e-05,-0.000220975,2.87078e-09
2.72986,0.000222176,-1.94209e-05,-0.00022129,6.02877e-09
2.73332,0.000222458,-1.91124e-05,-0.000221595,1.00664e-08
2.73678,0.000222741,-1.88035e-05,-0.000221908,1.35893e-08
2.74024,0.000223024,-1.84947e-05,-0.000222212,1.5331e-08
2.7437,0.000223297,-1.81885e-05,-0.000222516,1.47029e-08
2.74716,0.000223569,-1.78846e-05,-0.000222811,1.21267e-08
2.75062,0.000223842,-1.75845e-05,-0.000223105,9.01442e-09
2.75408,0.000224114,-1.72876e-05,-0.000223409,6.84558e-09
2.75754,0.000224385,-1.69925e-05,-0.000223693,5.65492e-09
2.761,0.000224647,-1.66987e-05,-0.000223987,4.27489e-09
2.76446,0.00022491,-1.64075e-05,-0.000224271,1.85317e-09
2.76792,0.000225174,-1.61173e-05,-0.000224554,-1.66715e-09
2.77138,0.000225437,-1.583e-05,-0.000224839,-6.11299e-09
2.77484,0.0002257,-1.5548e-05,-0.000225123,-1.0849e-08
2.7783,0.000225954,-1.52696e-05,-0.000225398,-1.42445e-08
2.78176,0.000226216,-1.49956e-05,-0.000225673,-1.48034e-08
2.78522,0.000226469,-1.47225e-05,-0.000225947,-1.26896e-08
