LidarMCplusplus.cpp output file:
Radius(m),0.15
FOV(rad),0.174533
a(m^-1),0.0550804
b(m^-1),0.599519
c(m^-1),0.6546
Junge,4
bulk ref index,(1.05,0.001)
#photons,10000000
distance,signal,co,cross,nScat,angleDet
0.901887,0.915856,0.497735,0.418121,1,0.137
0.453463,0.915856,0.722733,0.193123,1,0.165832
1.0463,0.768214,0.373646,0.394568,3,0.144715
1.62293,0.768214,0.559619,0.208594,3,0.0225387
0.709623,0.838793,0.737465,0.101328,2,0.067518
0.975936,0.768214,0.381292,0.386922,3,0.0637488
1.28199,0.915856,0.458256,0.457601,1,0.0468608
0.753286,0.838793,0.419737,0.419056,2,0.0451809
2.49331,0.644372,0.330397,0.313975,5,0.0632882
0.564263,0.915856,0.609846,0.30601,1,0.130973
1.32973,0.768214,0.384484,0.38373,3,0.11654
0.448938,0.768214,0.482318,0.285896,3,0.118491
0.422429,0.915856,0.526913,0.388944,1,0.090854
0.220974,0.838793,0.243249,0.595544,2,0.149453
0.350192,0.838793,0.237787,0.601005,2,0.0412801
1.12967,0.915856,0.91416,0.00169638,1,0.124323
4.34213,0.540495,0.274009,0.266486,7,0.160603
0.219965,0.915856,0.686133,0.229723,1,0.129896
2.38252,0.590152,0.297141,0.293011,6,0.0616885
1.78097,0.644372,0.322189,0.322183,5,0.0850909
3.37475,0.768214,0.3892,0.379014,3,0.0429009
0.674977,0.768214,0.335878,0.432335,3,0.133398
0.979624,0.838793,0.423382,0.415411,2,0.136557
0.229048,0.915856,0.861528,0.0543288,1,0.122318
0.550641,0.838793,0.4273,0.411493,2,0.160496
0.0602974,0.915856,0.912034,0.00382187,1,0.12411
0.0673529,0.915856,0.870373,0.0454837,1,0.103701
0.281291,0.915856,0.655158,0.260698,1,0.107951
0.907498,0.838793,0.402454,0.436339,2,0.11846
5.02411,0.703573,0.421706,0.281867,4,0.093601
1.58369,0.838793,0.446202,0.39259,2,0.0838315
1.25931,0.915856,0.912132,0.00372418,1,0.0713131
1.07526,0.838793,0.41548,0.423313,2,0.167189
1.08201,0.915856,0.65602,0.259836,1,0.118792
0.0474641,0.915856,0.764495,0.151361,1,0.0958601
1.13523,0.915856,0.54028,0.375576,1,0.0826429
0.234367,0.838793,0.287814,0.550979,2,0.16471
0.656777,0.915856,0.468288,0.447569,1,0.133704
3.37039,0.768214,0.633246,0.134968,3,0.0357577
0.605242,0.915856,0.647401,0.268456,1,0.157559
1.41033,0.768214,0.493429,0.274785,3,0.076722
0.446958,0.768214,0.568976,0.199238,3,0.107326
20.3506,0.121299,0.0598352,0.0614637,24,0.123282
0.349505,0.838793,0.417172,0.42162,2,0.135125
0.300796,0.838793,0.486842,0.351951,2,0.161692
0.178677,0.915856,0.666091,0.249765,1,0.166462
0.435471,0.915856,0.820945,0.0949118,1,0.147364
0.0793854,0.915856,0.910232,0.0056247,1,0.100148
0.681112,0.915856,0.563913,0.351943,1,0.131672
0.130082,0.838793,0.220881,0.617911,2,0.0932305
3.28508,0.768214,0.307939,0.460274,3,0.130138
1.6129,0.915856,0.850717,0.0651395,1,0.074685
0.0329048,0.915856,0.455224,0.460632,1,0.113476
0.441289,0.915856,0.49707,0.418786,1,0.0431722
1.74363,0.768214,0.281549,0.486665,3,0.0495434
3.40436,0.703573,0.0985503,0.605023,4,0.0285934
1.22984,0.915856,0.906202,0.00965446,1,0.0998565
0.476394,0.915856,0.68352,0.232337,1,0.119222
2.43672,0.703573,0.357347,0.346226,4,0.103466
0.420281,0.915856,0.548499,0.367357,1,0.0914232
0.587965,0.915856,0.764733,0.151123,1,0.128771
3.35501,0.915856,0.836726,0.0791299,1,0.0239542
0.373583,0.838793,0.276384,0.562409,2,0.149627
0.986176,0.915856,0.540319,0.375537,1,0.0912148
2.12794,0.768214,0.402466,0.365748,3,0.14581
0.59234,0.838793,0.426481,0.412312,2,0.130803
1.11231,0.915856,0.913572,0.00228422,1,0.101651
0.751869,0.838793,0.356824,0.481968,2,0.153454
0.731691,0.838793,0.397195,0.441597,2,0.159335
0.701355,0.838793,0.372808,0.465985,2,0.17299
0.598043,0.838793,0.476969,0.361824,2,0.154362
6.82452,0.453363,0.226116,0.227247,9,0.171349
1.25335,0.838793,0.270102,0.56869,2,0.0967989
3.20801,0.703573,0.318667,0.384906,4,0.0792975
0.346111,0.915856,0.537026,0.37883,1,0.0911286
0.0620486,0.915856,0.564988,0.350868,1,0.109583
0.59066,0.838793,0.394016,0.444777,2,0.141434
0.364977,0.915856,0.742197,0.17366,1,0.077723
1.4399,0.915856,0.637321,0.278536,1,0.0933695
0.581545,0.915856,0.843014,0.0728423,1,0.074947
0.454572,0.768214,0.566222,0.201992,3,0.167369
0.251806,0.915856,0.646399,0.269458,1,0.0591661
0.439822,0.915856,0.862163,0.0536935,1,0.146645
0.785396,0.915856,0.710022,0.205835,1,0.0784909
0.464997,0.838793,0.355824,0.482969,2,0.156843
0.393492,0.838793,0.569604,0.269189,2,0.103105
1.84931,0.768214,0.417036,0.351178,3,0.13152
0.776856,0.915856,0.487527,0.42833,1,0.0530396
0.253849,0.915856,0.733823,0.182033,1,0.148575
0.0254076,0.915856,0.561545,0.354312,1,0.056402
0.416105,0.838793,0.202037,0.636756,2,0.100381
0.198602,0.915856,0.466348,0.449508,1,0.136141
1.2535,0.768214,0.383247,0.384966,3,0.0368096
1.66091,0.768214,0.348804,0.41941,3,0.149579
2.03092,0.703573,0.522129,0.181445,4,0.00954696
6.27179,0.590152,0.292362,0.297791,6,0.00746286
4.11707,0.495016,0.247435,0.247581,8,0.0765657
1.03671,0.915856,0.898844,0.0170119,1,0.0725081
0.129718,0.915856,0.892973,0.0228833,1,0.0991836
19.7638,0.157897,0.0789514,0.0789459,21,0.164423
1.43134,0.915856,0.863483,0.0523738,1,0.103899
0.782615,0.838793,0.433389,0.405404,2,0.172042
0.981766,0.915856,0.863138,0.0527181,1,0.103909
1.2377,0.768214,0.486563,0.281651,3,0.103604
20.8475,0.111092,0.0556368,0.0554555,25,0.133823
1.15567,0.768214,0.348927,0.419287,3,0.155373
0.02234,0.915856,0.819111,0.0967455,1,0.127896
0.703469,0.838793,0.406474,0.432319,2,0.072015
0.747366,0.703573,0.591679,0.111894,4,0.0568854
0.469683,0.838793,0.0953036,0.743489,2,0.167104
0.481675,0.915856,0.907863,0.0079929,1,0.0131388
1.16543,0.768214,0.252029,0.516185,3,0.0911698
0.944177,0.838793,0.417662,0.421131,2,0.145961
0.540529,0.915856,0.915451,0.000405162,1,0.162119
0.50529,0.915856,0.702283,0.213574,1,0.148974
0.500926,0.915856,0.906953,0.00890356,1,0.125657
1.32582,0.838793,0.386231,0.452562,2,0.0906743
1.18407,0.915856,0.492595,0.423261,1,0.111286
7.65139,0.34828,0.174313,0.173966,12,0.124344
0.4294,0.915856,0.795637,0.120219,1,0.0965083
0.315559,0.915856,0.871451,0.0444049,1,0.12256
2.25932,0.838793,0.04305,0.795743,2,0.0613948
1.24376,0.838793,0.309089,0.529704,2,0.0855079
0.225895,0.915856,0.861773,0.0540832,1,0.0214654
0.391832,0.915856,0.451318,0.464538,1,0.170597
0.505503,0.915856,0.903397,0.0124595,1,0.0996881
2.65456,0.644372,0.290705,0.353668,5,0.0780075
0.264617,0.915856,0.525788,0.390068,1,0.15135
0.0138293,0.915856,0.523579,0.392277,1,0.110468
0.0868054,0.915856,0.644541,0.271316,1,0.139327
0.562427,0.915856,0.453215,0.462641,1,0.0483335
1.67722,0.768214,0.426021,0.342193,3,0.130101
3.39575,0.838793,0.404463,0.43433,2,0.106934
0.903009,0.915856,0.631696,0.28416,1,0.0587195
1.31046,0.838793,0.311856,0.526937,2,0.0953863
0.33659,0.915856,0.656246,0.25961,1,0.0937444
0.79365,0.915856,0.492299,0.423557,1,0.111295
1.14641,0.838793,0.476801,0.361992,2,0.0884255
0.751109,0.768214,0.13462,0.633594,3,0.148117
0.882969,0.838793,0.678356,0.160437,2,0.117159
0.694872,0.915856,0.482724,0.433132,1,0.0527294
1.03809,0.768214,0.380031,0.388183,3,0.145912
0.820582,0.838793,0.368103,0.47069,2,0.132586
0.779107,0.915856,0.890646,0.0252108,1,0.14318
2.50426,0.453363,0.221236,0.232128,9,0.12335
0.00934474,0.838793,0.597389,0.241404,2,0.128942
1.96985,0.838793,0.306934,0.531859,2,0.0318529
1.09042,0.838793,0.504039,0.334754,2,0.0957148
0.383045,0.915856,0.807784,0.108073,1,0.164813
0.127189,0.915856,0.532824,0.383032,1,0.132198
1.29117,0.540495,0.258367,0.282128,7,0.156034
0.24397,0.915856,0.913902,0.00195406,1,0.0694861
0.826565,0.915856,0.464932,0.450924,1,0.169371
0.329391,0.915856,0.854462,0.0613945,1,0.127222
1.63404,0.915856,0.819927,0.0959297,1,0.0253572
3.0817,0.644372,0.321489,0.322883,5,0.0509274
0.586322,0.838793,0.249263,0.58953,2,0.106171
0.372209,0.915856,0.613123,0.302733,1,0.173457
1.0444,0.768214,0.449896,0.318318,3,0.116083
0.284163,0.915856,0.452846,0.463011,1,0.134478
0.493729,0.915856,0.559806,0.356051,1,0.172833
0.899471,0.838793,0.429093,0.4097,2,0.150692
0.417982,0.838793,0.404977,0.433816,2,0.154262
2.01124,0.915856,0.662527,0.253329,1,0.034624
0.632731,0.838793,0.662487,0.176306,2,0.124509
0.57014,0.838793,0.706875,0.131918,2,0.173144
0.891016,0.838793,0.592914,0.245879,2,0.146445
2.92425,0.768214,0.43592,0.332294,3,0.0281013
0.35559,0.915856,0.813597,0.102259,1,0.0642075
2.57201,0.703573,0.351818,0.351755,4,0.0904827
0.0355479,0.915856,0.793582,0.122274,1,0.128323
1.8307,0.703573,0.24781,0.455764,4,0.126365
0.515849,0.838793,0.56411,0.274682,2,0.111402
0.43591,0.915856,0.648191,0.267666,1,0.166661
0.0588669,0.915856,0.466545,0.449311,1,0.0457251
0.00879813,0.915856,0.87385,0.0420059,1,0.1464
6.06939,0.495016,0.250703,0.244313,8,0.167231
6.15769,0.590152,0.306177,0.283975,6,0.0739781
0.832956,0.915856,0.809273,0.106584,1,0.147543
0.62049,0.915856,0.839216,0.0766403,1,0.159979
0.704652,0.915856,0.467563,0.448294,1,0.112235
3.10283,0.703573,0.363939,0.339634,4,0.11773
0.0270657,0.915856,0.460438,0.455418,1,0.171063
0.195725,0.915856,0.608573,0.307283,1,0.0808672
1.61625,0.838793,0.312024,0.526769,2,0.100662
2.64,0.703573,0.331153,0.37242,4,0.0100842
0.875468,0.838793,0.114727,0.724066,2,0.0836032
1.35222,0.915856,0.522771,0.393085,1,0.0415851
4.59109,0.768214,0.295881,0.472333,3,0.0432311
0.802449,0.915856,0.611081,0.304775,1,0.173434
0.829005,0.768214,0.383237,0.384977,3,0.162363
3.25401,0.703573,0.398072,0.305502,4,0.0543316
0.879512,0.768214,0.38395,0.384263,3,0.0786191
1.40502,0.768214,0.381292,0.386922,3,0.0908961
2.16493,0.768214,0.341,0.427214,3,0.070421
0.56114,0.915856,0.816572,0.0992843,1,0.0256186
0.342504,0.915856,0.651901,0.263956,1,0.118728
0.98603,0.915856,0.450126,0.46573,1,0.134925
0.488055,0.768214,0.394604,0.37361,3,0.174216
0.672205,0.768214,0.422001,0.346213,3,0.0415061
0.689734,0.915856,0.878361,0.0374952,1,0.126661
2.461,0.768214,0.384021,0.384192,3,0.0502993
0.561814,0.838793,0.714318,0.124474,2,0.0631621
0.152879,0.915856,0.730635,0.185221,1,0.140463
1.1973,0.915856,0.735395,0.180462,1,0.0308457
1.14088,0.838793,0.239764,0.599029,2,0.103855
0.559056,0.915856,0.866592,0.0492641,1,0.163921
1.20577,0.838793,0.24556,0.593233,2,0.0243121
1.03549,0.838793,0.466745,0.372048,2,0.0612037
0.486218,0.915856,0.648668,0.267189,1,0.173843
0.5941,0.915856,0.709321,0.206536,1,0.0322569
0.914901,0.838793,0.416248,0.422544,2,0.0231875
0.751532,0.915856,0.73511,0.180746,1,0.0778944
0.585116,0.838793,0.468132,0.370661,2,0.108006
0.131456,0.915856,0.463533,0.452323,1,0.152791
0.953736,0.838793,0.242308,0.596485,2,0.107892
0.887217,0.915856,0.809081,0.106775,1,0.0759838
1.6904,0.768214,0.364585,0.403629,3,0.156941
1.53539,0.838793,0.193318,0.645475,2,0.110797
0.507151,0.915856,0.696298,0.219559,1,0.0945226
1.70501,0.838793,0.630327,0.208466,2,0.0448149
0.967638,0.915856,0.553983,0.361873,1,0.0399057
0.405566,0.915856,0.908679,0.00717752,1,0.162833
1.06282,0.838793,0.0672436,0.771549,2,0.1238
1.60782,0.915856,0.580203,0.335654,1,0.09217
0.316166,0.915856,0.503835,0.412021,1,0.0539574
0.0362098,0.915856,0.492056,0.4238,1,0.0842584
0.804168,0.768214,0.30909,0.459123,3,0.0885228
3.41431,0.768214,0.353494,0.414719,3,0.0751381
0.276418,0.838793,0.318646,0.520147,2,0.118393
0.493789,0.838793,0.434398,0.404395,2,0.106617
0.731736,0.838793,0.497715,0.341078,2,0.100667
0.0233947,0.915856,0.648651,0.267205,1,0.149642
1.67503,0.703573,0.573795,0.129778,4,0.154238
1.70113,0.768214,0.334589,0.433625,3,0.0984139
0.383533,0.915856,0.478369,0.437488,1,0.169021
1.46251,0.838793,0.318448,0.520345,2,0.0817729
0.882703,0.768214,0.723276,0.044938,3,0.1668
0.881493,0.590152,0.300655,0.289497,6,0.132481
0.968792,0.915856,0.677901,0.237956,1,0.130011
1.16552,0.915856,0.473747,0.442109,1,0.052072
3.60559,0.540495,0.268982,0.271513,7,0.100531
0.362988,0.915856,0.811783,0.104073,1,0.0259825
0.635206,0.915856,0.598134,0.317722,1,0.0811213
1.99259,0.644372,0.328677,0.315696,5,0.0532034
0.325081,0.768214,0.39501,0.373204,3,0.136261
1.04788,0.838793,0.619444,0.219349,2,0.172276
0.0902519,0.915856,0.789108,0.126749,1,0.0275837
0.0560883,0.838793,0.701558,0.137235,2,0.0960918
0.658481,0.838793,0.012729,0.826064,2,0.07584
0.973184,0.838793,0.523094,0.315698,2,0.141627
0.937174,0.644372,0.322369,0.322003,5,0.109037
1.61815,0.768214,0.595018,0.173196,3,0.0583115
0.485152,0.915856,0.72467,0.191186,1,0.119862
0.782733,0.703573,0.343388,0.360186,4,0.0443772
0.402875,0.915856,0.709802,0.206055,1,0.17449
0.2161,0.915856,0.450825,0.465032,1,0.170039
0.556283,0.915856,0.456362,0.459495,1,0.113104
0.243315,0.915856,0.85799,0.0578668,1,0.14242
1.24941,0.915856,0.79711,0.118747,1,0.0763172
2.38025,0.768214,0.286571,0.481643,3,0.0260246
0.88089,0.838793,0.426922,0.411871,2,0.170635
0.0744622,0.915856,0.51312,0.402737,1,0.0544155
1.16701,0.838793,0.321743,0.51705,2,0.130729
0.51617,0.915856,0.75495,0.160907,1,0.0623633
0.27978,0.838793,0.420836,0.417957,2,0.113666
0.779692,0.915856,0.908841,0.00701557,1,0.12555
0.435852,0.915856,0.485319,0.430537,1,0.155146
0.0760458,0.915856,0.902063,0.0137931,1,0.125889
0.735994,0.915856,0.849345,0.0665113,1,0.104271
1.51039,0.838793,0.429265,0.409528,2,0.165113
0.322493,0.915856,0.476112,0.439745,1,0.115086
0.608042,0.915856,0.791441,0.124416,1,0.147803
0.373082,0.838793,0.331159,0.507634,2,0.138371
2.7959,0.838793,0.109297,0.729496,2,0.0621448
0.177285,0.915856,0.46006,0.455797,1,0.169534
1.84259,0.768214,0.346105,0.422109,3,0.0542833
3.48481,0.703573,0.429159,0.274414,4,0.169165
2.73218,0.644372,0.321395,0.322977,5,0.133199
0.000733285,0.915856,0.525201,0.390655,1,0.0830936
0.197419,0.915856,0.778534,0.137322,1,0.147984
0.547653,0.915856,0.490486,0.425371,1,0.0896715
0.259159,0.838793,0.635244,0.203549,2,0.148931
0.745391,0.915856,0.828404,0.0874521,1,0.16453
0.42479,0.915856,0.559896,0.35596,1,0.0820983
1.18761,0.768214,0.407248,0.360966,3,0.0927271
0.672421,0.768214,0.397654,0.37056,3,0.169467
0.000546167,0.915856,0.907014,0.00884189,1,0.0718816
0.905502,0.915856,0.914419,0.00143704,1,0.0709133
7.8755,0.540495,0.267575,0.27292,7,0.0369779
0.0547843,0.915856,0.915656,0.000200259,1,0.144563
0.937818,0.838793,0.268079,0.570714,2,0.0321885
1.1767,0.915856,0.913817,0.002039,1,0.124281
0.0872983,0.915856,0.762042,0.153814,1,0.14089
0.406895,0.838793,0.23682,0.601973,2,0.174107
0.0686216,0.915856,0.512933,0.402923,1,0.0834895
1.64423,0.838793,0.133937,0.704856,2,0.16485
0.200147,0.838793,0.486295,0.352498,2,0.139264
4.69208,0.590152,0.319945,0.270207,6,0.0931364
0.817547,0.768214,0.389146,0.379068,3,0.171365
0.208127,0.838793,0.500911,0.337882,2,0.0628445
0.539632,0.768214,0.415684,0.35253,3,0.121592
1.00948,0.768214,0.389018,0.379195,3,0.0283475
2.1365,0.838793,0.0929936,0.745799,2,0.0355218
0.845427,0.915856,0.768487,0.14737,1,0.0627722
0.561592,0.838793,0.336813,0.50198,2,0.0556448
0.977871,0.838793,0.414151,0.424642,2,0.0817419
0.795969,0.915856,0.481668,0.434189,1,0.152231
0.403611,0.838793,0.225594,0.613199,2,0.121441
1.26357,0.768214,0.431555,0.336658,3,0.0887778
0.848826,0.838793,0.0759163,0.762877,2,0.123969
1.24214,0.915856,0.853246,0.0626102,1,0.074596
0.331582,0.915856,0.630677,0.285179,1,0.139141
0.28152,0.915856,0.915673,0.000183741,1,0.101215
0.571302,0.838793,0.527009,0.311784,2,0.0288569
4.38811,0.495016,0.248375,0.246641,8,0.0503151
1.14323,0.838793,0.384497,0.454296,2,0.0541287
2.04641,0.644372,0.393423,0.250949,5,0.129879
5.67759,0.380278,0.186684,0.193594,11,0.054775
1.60358,0.703573,0.391738,0.311835,4,0.14765
0.748291,0.838793,0.416755,0.422038,2,0.1428
9.68273,0.34828,0.173387,0.174893,12,0.0441366
1.44876,0.703573,0.330819,0.372754,4,0.115332
0.519209,0.915856,0.853733,0.0621235,1,0.0978925
0.742515,0.915856,0.466185,0.449672,1,0.0884423
0.402638,0.915856,0.498262,0.417595,1,0.132886
0.0760351,0.915856,0.765014,0.150842,1,0.158964
0.141552,0.838793,0.441165,0.397627,2,0.116869
1.02685,0.915856,0.694453,0.221403,1,0.12978
1.5997,0.703573,0.337589,0.365984,4,0.0808154
0.690608,0.915856,0.510423,0.405433,1,0.0542862
0.517022,0.915856,0.610706,0.30515,1,0.138868
1.25953,0.768214,0.396734,0.371479,3,0.152614
0.0817166,0.915856,0.888164,0.0276927,1,0.126384
0.715816,0.915856,0.465887,0.44997,1,0.112324
0.969163,0.838793,0.457369,0.381424,2,0.167458
0.248211,0.915856,0.75748,0.158376,1,0.0773471
2.49636,0.838793,0.477352,0.361441,2,0.0700117
0.744089,0.838793,0.480313,0.35848,2,0.036178
1.02629,0.703573,0.344781,0.358793,4,0.138667
0.957375,0.915856,0.584776,0.33108,1,0.138499
0.17408,0.915856,0.581725,0.334131,1,0.10926
0.339215,0.915856,0.744489,0.171368,1,0.0303318
1.4545,0.768214,0.37827,0.389944,3,0.168659
0.22091,0.915856,0.627927,0.287929,1,0.149904
5.94967,0.540495,0.27758,0.262915,7,0.134102
0.304206,0.915856,0.76029,0.155566,1,0.140866
4.94419,0.644372,0.258954,0.385418,5,0.135053
